,closeness_global,geometry
11250,3.311315242462566e-05,"LINESTRING (528319.2499999999 189674.8700000002, 528464 189734.0000000017)"
11251,3.297141739698532e-05,"LINESTRING (528680 189557.9999999997, 528657.9999999999 189535.0000000013)"
11252,3.305730498311139e-05,"LINESTRING (528385.9999999999 189628.0000000001, 528447.3499999999 189584.120000001)"
11253,3.295942252717486e-05,"LINESTRING (528722.9999999999 189602.9999999997, 528680 189557.9999999997)"
11254,3.297662959909045e-05,"LINESTRING (528773.3999999999 189649.7700000021, 528722.9999999999 189602.9999999997)"
11255,3.300036517400962e-05,"LINESTRING (528773.3999999999 189649.7700000021, 528783.9999999999 189647)"
11256,3.3003584330971734e-05,"LINESTRING (528767.34 189662.7299999994, 528773.3999999999 189649.7700000021)"
11257,3.2981591423829535e-05,"LINESTRING (528880.3 189631.3499999997, 528816.38 189654.1300000006)"
11258,3.2991524671164435e-05,"LINESTRING (528808 189648.0000000003, 528816.38 189654.1300000006)"
11259,3.298694827817586e-05,"LINESTRING (528816.38 189654.1300000006, 528812.6799999999 189675.650000001)"
11260,3.2995906789290755e-05,"LINESTRING (528783.9999999999 189647, 528808 189648.0000000003)"
11261,3.2999746848049307e-05,"LINESTRING (528773.4299999999 189676.430000001, 528767.34 189662.7299999994)"
11262,3.298568939043094e-05,"LINESTRING (528812.6799999999 189675.650000001, 528797.9400000001 189680.9999999999)"
11263,3.299318762842848e-05,"LINESTRING (528780 189679.0000000006, 528773.4299999999 189676.430000001)"
11264,3.2989986567394394e-05,"LINESTRING (528797.9400000001 189680.9999999999, 528780 189679.0000000006)"
11265,3.384752883491781e-05,"LINESTRING (528385.4999999999 188225.4900000008, 528474 188167.0000000003)"
11266,3.37915069860908e-05,"LINESTRING (528307.6199999999 188280.3500000008, 528385.4999999999 188225.4900000008)"
11267,3.3179499910786244e-05,"LINESTRING (528226 189637.9999999999, 528260 189650.9999999992)"
11268,3.319621547353845e-05,"LINESTRING (528195.6599999999 189632.240000001, 528226 189637.9999999999)"
11269,3.315495690363467e-05,"LINESTRING (528260 189650.9999999992, 528319.2499999999 189674.8700000002)"
11270,3.310454654189101e-05,"LINESTRING (528319.2499999999 189674.8700000002, 528385.9999999999 189628.0000000001)"
11271,3.375378527058472e-05,"LINESTRING (528271.6900000001 188302.85, 528307.6199999999 188280.3500000008)"
11272,3.3783277274685307e-05,"LINESTRING (528087 188424, 528271.6900000001 188302.85)"
11273,3.384677600148159e-05,"LINESTRING (527994.9999999999 188484.9999999995, 528087 188424)"
11274,3.386962931990513e-05,"LINESTRING (527968 188483.9999999999, 527994.9999999999 188484.9999999995)"
11275,3.3876334775519154e-05,"LINESTRING (527967 188504.0000000002, 527994.9999999999 188484.9999999995)"
11276,3.385831265771374e-05,"LINESTRING (527922.9999999999 188444.9999999998, 527930 188435.0000000001)"
11277,3.387162202289103e-05,"LINESTRING (527913.9999999999 188461.0000000002, 527922.9999999999 188444.9999999998)"
11278,3.386347154074998e-05,"LINESTRING (527930 188435.0000000001, 527934 188459.0000000009)"
11279,3.387678090592727e-05,"LINESTRING (527913.9999999999 188461.0000000002, 527934 188459.0000000009)"
11280,3.387086391614055e-05,"LINESTRING (527934 188459.0000000009, 527968 188483.9999999999)"
11281,3.391719458975791e-05,"LINESTRING (527836 188560.0000000009, 527913.9999999999 188461.0000000002)"
11282,3.345276482839209e-05,"LINESTRING (527725.3 189562.3000000005, 527770.0700000001 189573.3299999998)"
11283,3.348930627735608e-05,"LINESTRING (527660.75 189546.4000000007, 527725.3 189562.3000000005)"
11284,3.343067171215684e-05,"LINESTRING (527770.0700000001 189573.3299999998, 527793 189579.000000001)"
11285,3.340917867342034e-05,"LINESTRING (527793 189579.000000001, 527836 189589.9999999989)"
11286,3.335704423127825e-05,"LINESTRING (527836 189589.9999999989, 527973 189622.9999999999)"
11287,3.329888944131082e-05,"LINESTRING (527973 189622.9999999999, 528049 189632)"
11288,3.3260205987135637e-05,"LINESTRING (528049 189632, 528121 189630.9999999997)"
11289,3.32369803088341e-05,"LINESTRING (528121 189630.9999999997, 528139 189631.0000000004)"
11290,3.322033042792411e-05,"LINESTRING (528139 189631.0000000004, 528186.9999999999 189631.0000000004)"
11291,3.3206078816740264e-05,"LINESTRING (528186.9999999999 189631.0000000004, 528195.6599999999 189632.240000001)"
11292,3.387672516600647e-05,"LINESTRING (527968 188483.9999999999, 527967 188504.0000000002)"
11293,3.3956257319744205e-05,"LINESTRING (527836 188560.0000000009, 527839.21 188571.2099999999)"
11294,3.3964780375104654e-05,"LINESTRING (527810.45 188587.3999999998, 527836 188560.0000000009)"
11295,3.3918321248726604e-05,"LINESTRING (527851 188577.0000000001, 527967 188504.0000000002)"
11296,3.395659551288559e-05,"LINESTRING (527839.21 188571.2099999999, 527851 188577.0000000001)"
11297,3.3968502205298923e-05,"LINESTRING (527810.45 188587.3999999998, 527839.21 188571.2099999999)"
11298,3.397841977344603e-05,"LINESTRING (527805.22 188588.7100000011, 527810.45 188587.3999999998)"
11299,3.398475254661066e-05,"LINESTRING (527753.0600000001 188586.3599999996, 527805.22 188588.7100000011)"
11300,3.399483933512007e-05,"LINESTRING (527698.9699999999 188585.4800000012, 527753.0600000001 188586.3599999996)"
11301,3.3975571786933555e-05,"LINESTRING (527807.71 188598.6700000002, 527805.22 188588.7100000011)"
11302,3.395818551779254e-05,"LINESTRING (527782.6900000001 188618.3999999994, 527807.71 188598.6700000002)"
11303,3.393622068340132e-05,"LINESTRING (527767 188632.9999999995, 527782.6900000001 188618.3999999994)"
11304,3.390932590442802e-05,"LINESTRING (527734.42 188662.6200000008, 527767 188632.9999999995)"
11305,3.387885370568592e-05,"LINESTRING (527712 188682.999999999, 527734.42 188662.6200000008)"
11306,3.368322857531137e-05,"LINESTRING (527499.9999999999 188856.0000000014, 527562 188804.9999999995)"
11307,3.364141122107282e-05,"LINESTRING (527476 188875.9999999995, 527499.9999999999 188856.0000000014)"
11308,3.372341148062769e-05,"LINESTRING (527562 188804.9999999995, 527582.6400000001 188788.6600000005)"
11309,3.402898701017236e-05,"LINESTRING (527546.21 188607.9599999998, 527558.5600000001 188605.8600000007)"
11310,3.4045118880939344e-05,"LINESTRING (527400.9300000001 188641.9100000004, 527546.21 188607.9599999998)"
11311,3.402661775248284e-05,"LINESTRING (527558.5600000001 188605.8600000007, 527569.8199999999 188603.9900000006)"
11312,3.4023320048624466e-05,"LINESTRING (527569.8199999999 188603.9900000006, 527591.5 188600.3799999999)"
11313,3.3750805310417113e-05,"LINESTRING (527582.6400000001 188788.6600000005, 527617.67 188760.93)"
11314,3.402016534345899e-05,"LINESTRING (527591.5 188600.3799999999, 527601.38 188598.7500000001)"
11315,3.377592699015492e-05,"LINESTRING (527617.67 188760.93, 527632.97 188748.8200000012)"
11316,3.40138403346135e-05,"LINESTRING (527601.38 188598.7500000001, 527655.2399999999 188591.4299999997)"
11317,3.400704057764144e-05,"LINESTRING (527655.2399999999 188591.4299999997, 527670.01 188589.4200000005)"
11318,3.378708893342706e-05,"LINESTRING (527632.97 188748.8200000012, 527639.7299999999 188743.4499999995)"
11319,3.380092007199947e-05,"LINESTRING (527639.7299999999 188743.4499999995, 527660 188727.0000000007)"
11320,3.383888777963366e-05,"LINESTRING (527660 188727.0000000007, 527712 188682.999999999)"
11321,3.4002783824044696e-05,"LINESTRING (527670.01 188589.4200000005, 527698.9699999999 188585.4800000012)"
11322,3.362851353125458e-05,"LINESTRING (527277.75 189217.6900000001, 527279 189208.9999999994)"
11323,3.363707178102655e-05,"LINESTRING (527278.2399999999 189235.0300000001, 527277.75 189217.6900000001)"
11324,3.3581259460761926e-05,"LINESTRING (527307.9999999999 189072.0000000003, 527279 189208.9999999994)"
11325,3.3655592122610386e-05,"LINESTRING (527278.2399999999 189235.0300000001, 527277.6599999999 189274.0200000003)"
11326,3.368265547068925e-05,"LINESTRING (527277.6599999999 189274.0200000003, 527281 189316.9999999996)"
11327,3.370692102537483e-05,"LINESTRING (527285 189347.000000001, 527281 189316.9999999996)"
11328,3.374981770363929e-05,"LINESTRING (527292 189441.0000000008, 527285 189347.000000001)"
11329,3.373710502196106e-05,"LINESTRING (527271 189529.0000000008, 527292 189441.0000000008)"
11330,3.375855209560011e-05,"LINESTRING (527292 189441.0000000008, 527353 189467.9999999998)"
11331,3.3786806778703385e-05,"LINESTRING (527250.9999999999 189450.5899999992, 527292 189441.0000000008)"
11332,3.368813449974106e-05,"LINESTRING (527251.9999999999 189568.9999999998, 527271 189529.0000000008)"
11333,3.370972186281479e-05,"LINESTRING (527353 189467.9999999998, 527418.9999999999 189486.9999999997)"
11334,3.379588601503517e-05,"LINESTRING (527202.28 189463.3900000003, 527250.9999999999 189450.5899999992)"
11335,3.365451280995368e-05,"LINESTRING (527418.9999999999 189486.9999999997, 527502 189506.9999999992)"
11336,3.361420507147141e-05,"LINESTRING (527502 189506.9999999992, 527529 189514.0000000001)"
11337,3.358326304583609e-05,"LINESTRING (527529 189514.0000000001, 527587.9799999999 189528.3799999998)"
11338,3.354001501987874e-05,"LINESTRING (527587.9799999999 189528.3799999998, 527651 189544.0000000001)"
11339,3.3514570979554786e-05,"LINESTRING (527651 189544.0000000001, 527660.75 189546.4000000007)"
11340,3.3710144820312095e-05,"LINESTRING (527172.9999999999 189680.9999999999, 527184.9999999999 189663.9999999999)"
11341,3.372256101955839e-05,"LINESTRING (527135.9999999999 189732.0000000004, 527172.9999999999 189680.9999999999)"
11342,3.3699823208103854e-05,"LINESTRING (527184.9999999999 189663.9999999999, 527231 189598.0000000001)"
11343,3.3747101164642656e-05,"LINESTRING (527088.9999999999 189797.0000000006, 527135.9999999999 189732.0000000004)"
11344,3.3770786043062986e-05,"LINESTRING (527057.73 189837.8000000003, 527088.9999999999 189797.0000000006)"
11345,3.378922266717193e-05,"LINESTRING (527057.73 189837.8000000003, 527027.6499999999 189877.8700000006)"
11346,3.379922153429832e-05,"LINESTRING (527024.7699999998 189881.5000000004, 527027.6499999999 189877.8700000006)"
11347,3.380666963254517e-05,"LINESTRING (527024.7699999998 189881.5000000004, 527004.2099999998 189910.8100000009)"
11348,3.382452452055018e-05,"LINESTRING (526967.9999999998 189959.0000000001, 527004.2099999998 189910.8100000009)"
11349,3.383174639671239e-05,"LINESTRING (526960.9999999999 189382.9999999987, 527155 189471.0000000001)"
11350,3.3854520682554484e-05,"LINESTRING (526947.5799999998 189383.0600000007, 526960.9999999999 189382.9999999987)"
11351,3.380558806604834e-05,"LINESTRING (527155 189471.0000000001, 527202.28 189463.3900000003)"
11352,3.3688258578084976e-05,"LINESTRING (527231 189598.0000000001, 527251.9999999999 189568.9999999998)"
11353,3.414943669145849e-05,"LINESTRING (527039.3100000001 188792.86, 526962.1799999999 188825.3300000005)"
11354,3.414044968942647e-05,"LINESTRING (527040.01 188792.5499999999, 527039.3100000001 188792.86)"
11355,3.416548448248655e-05,"LINESTRING (526962.1799999999 188825.3300000005, 526900.7699999999 188849.2400000008)"
11356,3.412727032027611e-05,"LINESTRING (527155 188741.0000000003, 527040.01 188792.5499999999)"
11357,3.41120603930795e-05,"LINESTRING (527155 188741.0000000003, 527173.5699999999 188732.4700000008)"
11358,3.4084979855041744e-05,"LINESTRING (527173.5699999999 188732.4700000008, 527400.9300000001 188641.9100000004)"
11359,3.353326712981985e-05,"LINESTRING (527307.9999999999 189072.0000000003, 527313.9999999999 189061.0000000017)"
11360,3.355854163247713e-05,"LINESTRING (527313.9999999999 189061.0000000017, 527425.9999999999 188920.9999999995)"
11361,3.3608597339907024e-05,"LINESTRING (527425.9999999999 188920.9999999995, 527476 188875.9999999995)"
11362,3.38555539780147e-05,"LINESTRING (526943.5199999999 189990.4099999997, 526927.4599999997 190009.800000001)"
11363,3.3843286420760164e-05,"LINESTRING (526967.9999999998 189959.0000000001, 526943.5199999999 189990.4099999997)"
11364,3.387630504335535e-05,"LINESTRING (526927.4599999997 190009.800000001, 526869.9999999999 190071.0000000002)"
11365,3.39118879628928e-05,"LINESTRING (526869.9999999999 190071.0000000002, 526801.8399999999 190146.2800000003)"
11366,3.393422961998835e-05,"LINESTRING (526801.8399999999 190146.2800000003, 526792.9499999998 190157.14)"
11367,3.388493416629098e-05,"LINESTRING (526773.9999999998 189480.0000000016, 526874 189413.0000000008)"
11368,3.3904239719202665e-05,"LINESTRING (526718.9999999999 189510.0000000002, 526773.9999999998 189480.0000000016)"
11369,3.386938741380287e-05,"LINESTRING (526874 189413.0000000008, 526898.9999999999 189400.0000000001)"
11370,3.386532161105688e-05,"LINESTRING (526898.9999999999 189400.0000000001, 526908.9999999999 189394.9999999998)"
11371,3.386002553566194e-05,"LINESTRING (526908.9999999999 189394.9999999998, 526947.5799999998 189383.0600000007)"
11372,3.425219387779691e-05,"LINESTRING (526587 188918.9999999995, 526592.63 188918.2499999994)"
11373,3.42662547049664e-05,"LINESTRING (526517 188929.0000000007, 526587 188918.9999999995)"
11374,3.423840636793296e-05,"LINESTRING (526670.33 188905.8099999998, 526592.63 188918.2499999994)"
11375,3.4225467646703187e-05,"LINESTRING (526671.5799999998 188905.6100000016, 526670.33 188905.8099999998)"
11376,3.422135816539385e-05,"LINESTRING (526703.21 188900.1400000001, 526671.5799999998 188905.6100000016)"
11377,3.420799368299428e-05,"LINESTRING (526786.9999999999 188883.0000000011, 526703.21 188900.1400000001)"
11378,3.419615731660608e-05,"LINESTRING (526786.9999999999 188883.0000000011, 526808 188876.9999999998)"
11379,3.4184296883963326e-05,"LINESTRING (526808 188876.9999999998, 526891 188852.0000000008)"
11380,3.417372921279561e-05,"LINESTRING (526891 188852.0000000008, 526900.7699999999 188849.2400000008)"
11381,3.406895644933163e-05,"LINESTRING (526671.9999999999 190421.0000000001, 526659.9999999998 190453.0000000007)"
11382,3.4081853912701075e-05,"LINESTRING (526659.9999999998 190453.0000000007, 526652.9999999998 190471.0000000002)"
11383,3.410013572976487e-05,"LINESTRING (526652.9999999998 190471.0000000002, 526634.5399999998 190517.1299999996)"
11384,3.412924900096355e-05,"LINESTRING (526634.5399999998 190517.1299999996, 526622.6199999999 190563.0200000001)"
11385,3.414593584313608e-05,"LINESTRING (526615.9999999998 190562.0000000005, 526622.6199999999 190563.0200000001)"
11386,3.414299414024506e-05,"LINESTRING (526622.6199999999 190563.0200000001, 526621.4899999998 190567.5799999997)"
11387,3.413884861625989e-05,"LINESTRING (526621.4899999998 190567.5799999997, 526620.6999999996 190573.0299999998)"
11388,3.413363576977818e-05,"LINESTRING (526613.9999999998 190572.0000000009, 526620.6999999996 190573.0299999998)"
11389,3.467933333701691e-05,"LINESTRING (525786.9999999998 189039.0000000001, 525695.9999999997 189052.999999999)"
11390,3.461672266876006e-05,"LINESTRING (525911.4099999999 189020.9799999999, 525786.9999999998 189039.0000000001)"
11391,3.456516197367253e-05,"LINESTRING (525965.9899999999 189015.4399999999, 525911.4099999999 189020.9799999999)"
11392,3.450483851354638e-05,"LINESTRING (526127.4999999998 188990.95, 525965.9899999999 189015.4399999999)"
11393,3.4444954230667035e-05,"LINESTRING (526187.6999999998 188981.4600000007, 526127.4999999998 188990.95)"
11394,3.4334925048548016e-05,"LINESTRING (526319 188960.9999999999, 526450.9999999999 188940.0000000001)"
11395,3.438080727286766e-05,"LINESTRING (526254 188971.000000001, 526319 188960.9999999999)"
11396,3.4292177216983875e-05,"LINESTRING (526450.9999999999 188940.0000000001, 526517 188929.0000000007)"
11397,3.440633487092256e-05,"LINESTRING (526254 188971.000000001, 526215.7499999999 188977.0300000001)"
11398,3.4422836233648465e-05,"LINESTRING (526215.7499999999 188977.0300000001, 526187.6999999998 188981.4600000007)"
11399,3.375023559273459e-05,"LINESTRING (522373.2900000001 190648.019999999, 522411.4400000001 190648.9199999996)"
11400,3.37408248523955e-05,"LINESTRING (522360.7800000001 190663.1499999995, 522411.4400000001 190648.9199999996)"
11401,3.3824363970137687e-05,"LINESTRING (522413.1900000001 190568.8100000003, 522402.8800000001 190597.2000000011)"
11402,3.38270023855382e-05,"LINESTRING (522413.1900000001 190568.8100000003, 522438.7500000001 190599.4499999984)"
11403,3.378409579803831e-05,"LINESTRING (522438.7500000001 190599.4499999984, 522620 190527.3599999996)"
11404,3.38174639273408e-05,"LINESTRING (522402.8800000001 190597.2000000011, 522438.7500000001 190599.4499999984)"
11405,3.378973424008552e-05,"LINESTRING (522402.8800000001 190597.2000000011, 522380.43 190638.8000000014)"
11406,3.3761001765047246e-05,"LINESTRING (522380.43 190638.8000000014, 522373.2900000001 190648.019999999)"
11407,3.374794982152466e-05,"LINESTRING (522373.2900000001 190648.019999999, 522360.7800000001 190663.1499999995)"
11408,3.370606919684604e-05,"LINESTRING (522360.7800000001 190663.1499999995, 522312.39 190701.0800000008)"
11409,3.354806205002883e-05,"LINESTRING (522239.0400000002 190760.920000001, 522201.2200000001 190793.45)"
11410,3.35743861403201e-05,"LINESTRING (522239.4000000001 190760.6200000009, 522239.0400000002 190760.920000001)"
11411,3.3512023950142e-05,"LINESTRING (522201.2200000001 190793.45, 522187.3700000001 190806.6000000005)"
11412,3.345826927187768e-05,"LINESTRING (522187.3700000001 190806.6000000005, 522131.2200000001 190869.460000001)"
11413,3.3409853016026736e-05,"LINESTRING (522131.2200000001 190869.460000001, 522125.91 190876.6300000008)"
11414,3.335012002129523e-05,"LINESTRING (522125.91 190876.6300000008, 522067.2100000001 190965.9099999992)"
11415,3.324970242630394e-05,"LINESTRING (522067.2100000001 190965.9099999992, 522019.6600000001 191040.4800000006)"
11416,3.367091841279417e-05,"LINESTRING (522312.39 190701.0800000008, 522308.2800000001 190704.0800000004)"
11417,3.366261390993348e-05,"LINESTRING (522308.2800000001 190704.0800000004, 522309.5000000001 190694.2400000003)"
11418,3.364624332219851e-05,"LINESTRING (522308.2800000001 190704.0800000004, 522275.9600000002 190730.600000001)"
11419,3.359944032072349e-05,"LINESTRING (522275.9600000002 190730.600000001, 522239.4000000001 190760.6200000009)"
11420,3.437622803575441e-05,"LINESTRING (528998 187580.0000000002, 528932.9999999999 187681.9999999998)"
11421,3.442758879856611e-05,"LINESTRING (528998 187580.0000000002, 529005.1699999999 187559.8000000004)"
11422,3.458175353874647e-05,"LINESTRING (529005.1699999999 187559.8000000004, 529213.35 187241.0100000004)"
11423,3.474208652764011e-05,"LINESTRING (529213.35 187241.0100000004, 529229.9400000001 187210.6900000003)"
11424,3.4802295666114364e-05,"LINESTRING (529229.9400000001 187210.6900000003, 529281 187109.5000000006)"
11425,3.5042352558966715e-05,"LINESTRING (529399.54 186939.0399999993, 529432.87 186922.599999999)"
11426,3.501677235715098e-05,"LINESTRING (529380.0699999999 186949.8900000004, 529399.54 186939.0399999993)"
11427,3.507185572508215e-05,"LINESTRING (529432.87 186922.599999999, 529456.96 186902.6900000008)"
11428,3.5061571815786434e-05,"LINESTRING (529432.87 186922.599999999, 529467.9699999999 186918.0400000002)"
11429,3.4991286736289935e-05,"LINESTRING (529354.1900000001 186976.51, 529380.0699999999 186949.8900000004)"
11430,3.493146036580937e-05,"LINESTRING (529302.2 187067.0999999996, 529354.1900000001 186976.51)"
11431,3.486805079863433e-05,"LINESTRING (529281 187109.5000000006, 529302.2 187067.0999999996)"
11432,3.5196994753122044e-05,"LINESTRING (529352 186685.0000000006, 529332 186623.0000000001)"
11433,3.5178343008767705e-05,"LINESTRING (529363 186722.0000000001, 529352 186685.0000000006)"
11434,3.524236112224104e-05,"LINESTRING (529332 186623.0000000001, 529310.9999999998 186557.000000001)"
11435,3.51596330966536e-05,"LINESTRING (529410.5799999998 186839.3299999991, 529363 186722.0000000001)"
11436,3.5056751772095826e-05,"LINESTRING (529615 186714.0000000003, 529561 186739.0000000008)"
11437,3.510265870507166e-05,"LINESTRING (529672 186694.9999999997, 529615 186714.0000000003)"
11438,3.504809577446668e-05,"LINESTRING (529561 186739.0000000008, 529527 186756.9999999989)"
11439,3.514379946703148e-05,"LINESTRING (529418.61 186850.5600000016, 529410.5799999998 186839.3299999991)"
11440,3.506766720207604e-05,"LINESTRING (529527 186756.9999999989, 529499.9999999999 186772.9999999999)"
11441,3.5089807239520145e-05,"LINESTRING (529499.9999999999 186772.9999999999, 529459 186795.9999999997)"
11442,3.51226952835338e-05,"LINESTRING (529459 186795.9999999997, 529418.61 186850.5600000016)"
11443,3.511380510706342e-05,"LINESTRING (529456.96 186902.6900000008, 529418.61 186850.5600000016)"
11444,3.507507119906463e-05,"LINESTRING (529467.9699999999 186918.0400000002, 529456.96 186902.6900000008)"
11445,3.533222053746561e-05,"LINESTRING (529262 186405.9999999987, 529251 186370.9999999999)"
11446,3.5317842470660346e-05,"LINESTRING (529284 186475.0000000002, 529262 186405.9999999987)"
11447,3.533999745804678e-05,"LINESTRING (529251 186370.9999999999, 529246 186353.0000000003)"
11448,3.5300453320771475e-05,"LINESTRING (529305 186537.0000000001, 529284 186475.0000000002)"
11449,3.522603840062716e-05,"LINESTRING (529574.96 186600.2500000005, 529305 186537.0000000001)"
11450,3.528522602871678e-05,"LINESTRING (529310 186552.0000000001, 529305 186537.0000000001)"
11451,3.5151005369482246e-05,"LINESTRING (529642.46 186639.9300000001, 529574.96 186600.2500000005)"
11452,3.5275794949310375e-05,"LINESTRING (529310.9999999998 186557.000000001, 529310 186552.0000000001)"
11453,3.513952747969306e-05,"LINESTRING (529657.1299999999 186661.5200000003, 529642.46 186639.9300000001)"
11454,3.535463228958261e-05,"LINESTRING (529239.3 186332.1400000002, 529228 186295.9999999999)"
11455,3.53458746209229e-05,"LINESTRING (529246 186353.0000000003, 529239.3 186332.1400000002)"
11456,3.536569862440384e-05,"LINESTRING (529228 186295.9999999999, 529217 186260.9999999998)"
11457,3.551484128455043e-05,"LINESTRING (529171.37 185945.8499999996, 529150 185862.0000000001)"
11458,3.548930048579828e-05,"LINESTRING (529172 185949.000000001, 529171.37 185945.8499999996)"
11459,3.555724239791275e-05,"LINESTRING (529150 185862.0000000001, 529098.9999999999 185740.0000000009)"
11460,3.549714163947422e-05,"LINESTRING (529150 185862.0000000001, 529205 185766.000000001)"
11461,3.548048267877972e-05,"LINESTRING (529181.17 185989.5999999997, 529172 185949.000000001)"
11462,3.54633767414065e-05,"LINESTRING (529186.9999999999 186034.9999999997, 529181.17 185989.5999999997)"
11463,3.544554483481967e-05,"LINESTRING (529193 186080.9999999992, 529186.9999999999 186034.9999999997)"
11464,3.542470237786738e-05,"LINESTRING (529201.3299999998 186143.1099999996, 529193 186080.9999999992)"
11465,3.5411961015840084e-05,"LINESTRING (529201.8899999999 186147.3399999999, 529201.3299999998 186143.1099999996)"
11466,3.539304464075946e-05,"LINESTRING (529214 186249.0000000001, 529201.8899999999 186147.3399999999)"
11467,3.537306423794781e-05,"LINESTRING (529217 186260.9999999998, 529214 186249.0000000001)"
11468,3.5426740417734945e-05,"LINESTRING (529205 185766.000000001, 529305.9999999999 185654.9999999991)"
11469,3.542249326833358e-05,"LINESTRING (529305.9999999999 185654.9999999991, 529351.9999999999 185634)"
11470,3.558185599736782e-05,"LINESTRING (529098.9999999999 185740.0000000009, 529077.9999999999 185693.000000001)"
11471,3.5593051235772647e-05,"LINESTRING (529067 185665.9999999999, 529077.9999999999 185693.000000001)"
11472,3.566100554011379e-05,"LINESTRING (529022.5099999999 185562.8800000009, 528985 185425.0000000005)"
11473,3.5625781340078085e-05,"LINESTRING (529022.5099999999 185562.8800000009, 529037.24 185594.4900000008)"
11474,3.570394676933831e-05,"LINESTRING (528985 185425.0000000005, 528983 185382.0000000005)"
11475,3.553514520937603e-05,"LINESTRING (529404.9999999999 185561, 529408 185553.0000000002)"
11476,3.548855622146241e-05,"LINESTRING (529351.9999999999 185634, 529404.9999999999 185561)"
11477,3.563094259467452e-05,"LINESTRING (529408 185553.0000000002, 529530.9999999999 185413.0000000001)"
11478,3.5608591258528007e-05,"LINESTRING (529067 185665.9999999999, 529037.24 185594.4900000008)"
11479,3.5729474766728626e-05,"LINESTRING (529530.9999999999 185413.0000000001, 529539.9999999999 185403.000000001)"
11480,3.465599046421244e-05,"LINESTRING (526672.9999999999 185618.0000000003, 526596.4699999999 185642.8299999997)"
11481,3.4692179679851414e-05,"LINESTRING (526672.9999999999 185618.0000000003, 526693.9999999999 185609.9999999999)"
11482,3.4605562108625574e-05,"LINESTRING (526596.4699999999 185642.8299999997, 526534 185658.999999999)"
11483,3.473277988838234e-05,"LINESTRING (526693.9999999999 185609.9999999999, 526778 185574.0000000001)"
11484,3.476879558498415e-05,"LINESTRING (526778 185574.0000000001, 526786 185568.9999999998)"
11485,3.4791276770058884e-05,"LINESTRING (526786 185568.9999999998, 526830.9999999999 185541.0000000019)"
11486,3.48639653616114e-05,"LINESTRING (526830.9999999999 185541.0000000019, 526952.9999999999 185458.9999999997)"
11487,3.448423023077027e-05,"LINESTRING (526369 185770.0000000009, 526422.9999999999 185719.000000001)"
11488,3.44824097952405e-05,"LINESTRING (526387.1900000001 185832.3600000001, 526369 185770.0000000009)"
11489,3.4510614338934724e-05,"LINESTRING (526422.9999999999 185719.000000001, 526457 185698.0000000005)"
11490,3.452896191295888e-05,"LINESTRING (526457 185698.0000000005, 526469 185691.0000000003)"
11491,3.454273355914731e-05,"LINESTRING (526469 185691.0000000003, 526492 185678.000000001)"
11492,3.456755599215208e-05,"LINESTRING (526492 185678.000000001, 526534 185658.999999999)"
11493,3.453535601442883e-05,"LINESTRING (526362 186000.0000000016, 526364.03 185901.9199999992)"
11494,3.455877771727325e-05,"LINESTRING (526370 186034.9999999997, 526362 186000.0000000016)"
11495,3.450586317386394e-05,"LINESTRING (526364.03 185901.9199999992, 526387.1900000001 185832.3600000001)"
11496,3.457274555181664e-05,"LINESTRING (526369 186077.0000000001, 526370 186034.9999999997)"
11497,3.45823405172908e-05,"LINESTRING (526366 186088.0000000008, 526369 186077.0000000001)"
11498,3.4600418119683856e-05,"LINESTRING (526338 186172.0000000016, 526366 186088.0000000008)"
11499,3.463179462409786e-05,"LINESTRING (526309.8399999999 186249.8999999992, 526338 186172.0000000016)"
11500,3.4650060256050294e-05,"LINESTRING (526304.2999999999 186263.5300000016, 526309.8399999999 186249.8999999992)"
11501,3.467571862056937e-05,"LINESTRING (526273.38 186373.2000000002, 526304.2999999999 186263.5300000016)"
11502,3.470965430820852e-05,"LINESTRING (526273.38 186373.2000000002, 526272.3100000001 186428.4000000003)"
11503,3.4997766056927423e-05,"LINESTRING (525998 187012.0000000001, 526025.86 186979.3999999998)"
11504,3.501341906162951e-05,"LINESTRING (525985 187024.9999999994, 525998 187012.0000000001)"
11505,3.498282378714706e-05,"LINESTRING (526025.86 186979.3999999998, 526036 186967.0000000008)"
11506,3.502085418319033e-05,"LINESTRING (525976.4499999998 187031.1700000003, 525985 187024.9999999994)"
11507,3.5086658142601055e-05,"LINESTRING (525820 187178.9999999991, 525976.4499999998 187031.1700000003)"
11508,3.515822777445361e-05,"LINESTRING (525799.4499999998 187196.5300000003, 525820 187178.9999999991)"
11509,3.5190875750255496e-05,"LINESTRING (525736.9999999999 187240.9999999997, 525799.4499999998 187196.5300000003)"
11510,3.497236152698301e-05,"LINESTRING (526036 186967.0000000008, 526049.46 186944.7199999997)"
11511,3.4908089672227446e-05,"LINESTRING (526049.46 186944.7199999997, 526188 186726.0000000007)"
11512,3.4797520488357965e-05,"LINESTRING (526188 186726.0000000007, 526249.96 186482.6299999999)"
11513,3.4732809783137856e-05,"LINESTRING (526272.3100000001 186428.4000000003, 526249.96 186482.6299999999)"
11514,3.739413014843001e-05,"LINESTRING (529973 180388.9200000014, 529886.9999999999 180460.9999999995)"
11515,3.7378639176990816e-05,"LINESTRING (529973 180388.9200000014, 530013.5 180385.3799999999)"
11516,3.739300220226098e-05,"LINESTRING (529944.7799999999 180392.1700000005, 529973 180388.9200000014)"
