,closeness_global,geometry
2376,2.562258189523577e-05,"LINESTRING (532446.51 166683.4399999993, 532447.5799999998 166696.1800000012)"
2377,2.562257246765415e-05,"LINESTRING (532447.5799999998 166696.1800000012, 532451.9999999999 166711.0000000008)"
2378,2.5609716183485e-05,"LINESTRING (532451.9999999999 166711.0000000008, 532463.5199999999 166751.7299999999)"
2379,2.5598893180905672e-05,"LINESTRING (532463.5199999999 166751.7299999999, 532465 166758.0000000014)"
2380,2.552368457997635e-05,"LINESTRING (532555 166532.0000000013, 532725.9999999999 166480.0000000005)"
2381,2.585923129661823e-05,"LINESTRING (532018.3200000001 166683.5200000005, 531938.4499999998 166658.3700000003)"
2382,2.5839531603837944e-05,"LINESTRING (532018.9199999999 166691.6300000002, 532018.3200000001 166683.5200000005)"
2383,2.583994126821629e-05,"LINESTRING (532023.9999999998 166683.0000000008, 532018.3200000001 166683.5200000005)"
2384,2.582679293854609e-05,"LINESTRING (532063.9999999999 166675.9999999999, 532023.9999999998 166683.0000000008)"
2385,2.5783400113987688e-05,"LINESTRING (532198 166637.0000000012, 532063.9999999999 166675.9999999999)"
2386,2.574607931816929e-05,"LINESTRING (532225.0900000001 166629.0700000006, 532198 166637.0000000012)"
2387,2.5728665681297623e-05,"LINESTRING (532285 166610.9999999997, 532225.0900000001 166629.0700000006)"
2388,2.267207145432767e-05,"LINESTRING (531838.62 160759.6800000009, 531700.9999999999 161004.9999999996)"
2389,2.2581403190731222e-05,"LINESTRING (531877.9999999999 160698.9999999993, 531838.62 160759.6800000009)"
2390,2.276644138364861e-05,"LINESTRING (531700.9999999999 161004.9999999996, 531660 161080.0000000002)"
2391,2.2706230848310197e-05,"LINESTRING (531824.9999999999 161030.0000000008, 531858 161005.9999999999)"
2392,2.281357857711024e-05,"LINESTRING (531660 161080.0000000002, 531615 161165.000000002)"
2393,2.223183830333731e-05,"LINESTRING (532740 160725.0000000001, 532840.9999999999 160727.0000000015)"
2394,2.2314004079181617e-05,"LINESTRING (532465.8599999999 160760.3599999997, 532740 160725.0000000001)"
2395,2.2205708944492082e-05,"LINESTRING (532840.9999999999 160727.0000000015, 532860.9999999999 160727.0000000001)"
2396,2.2375932496734613e-05,"LINESTRING (532458.7499999999 160761.5400000004, 532465.8599999999 160760.3599999997)"
2397,2.2195164122671657e-05,"LINESTRING (532860.9999999999 160727.0000000001, 532890 160728.0000000004)"
2398,2.2167006432545834e-05,"LINESTRING (532890 160728.0000000004, 532991.9999999999 160736.0000000002)"
2399,2.2136331204085634e-05,"LINESTRING (532991.9999999999 160736.0000000002, 533032.5999999999 160741.8900000002)"
2400,2.2042896263393285e-05,"LINESTRING (533032.5999999999 160741.8900000002, 533447.9999999999 160841.999999999)"
2401,2.1937401174784724e-05,"LINESTRING (533447.9999999999 160841.999999999, 533490 160941.9999999994)"
2402,2.2551335879400466e-05,"LINESTRING (531877.9999999999 160698.9999999993, 531904.1900000001 160661.4400000009)"
2403,2.2505393880791805e-05,"LINESTRING (531904.1900000001 160661.4400000009, 531985.8100000001 160553.2399999997)"
2404,2.2445241961603225e-05,"LINESTRING (531985.8100000001 160553.2399999997, 532052.8 160475.4599999991)"
2405,2.240649898686925e-05,"LINESTRING (532052.8 160475.4599999991, 532090 160440.0000000011)"
2406,2.2306875138906007e-05,"LINESTRING (532090 160440.0000000011, 532391 160263.9999999998)"
2407,2.221230723237116e-05,"LINESTRING (532419.77 160250.4800000007, 532391 160263.9999999998)"
2408,2.211996928432792e-05,"LINESTRING (532638.7499999999 160122.8100000004, 532500 160207.9999999997)"
2409,2.2021733141521e-05,"LINESTRING (532843.9999999999 159996.8000000007, 532638.7499999999 160122.8100000004)"
2410,2.2182133974196197e-05,"LINESTRING (532419.77 160250.4800000007, 532500 160207.9999999997)"
2411,2.1913301245004594e-05,"LINESTRING (533015.16 159878.0299999993, 532843.9999999999 159996.8000000007)"
2412,2.1856843247090798e-05,"LINESTRING (533015.16 159878.0299999993, 533036 159861.0000000008)"
2413,2.1828747559222118e-05,"LINESTRING (533036 159861.0000000008, 533105.9999999999 159803.0000000016)"
2414,2.1801195706714184e-05,"LINESTRING (533105.9999999999 159803.0000000016, 533124 159786.0000000002)"
2415,2.1785901508600825e-05,"LINESTRING (533124 159786.0000000002, 533153 159758.9999999998)"
2416,2.1770122492315184e-05,"LINESTRING (533153 159758.9999999998, 533172 159740.0000000006)"
2417,2.1704578830628215e-05,"LINESTRING (533172 159740.0000000006, 533352 159565.0000000003)"
2418,2.1602803606537448e-05,"LINESTRING (533352 159565.0000000003, 533482 159436.9999999999)"
2419,2.1504821503918063e-05,"LINESTRING (533636.3700000001 159254.1500000003, 533482 159436.9999999999)"
2420,2.1441499544078365e-05,"LINESTRING (533636.3700000001 159254.1500000003, 533646 159221.000000001)"
2421,2.1432586593462563e-05,"LINESTRING (533646 159221.000000001, 533646.8892591954 159216.8740540594)"
2422,2.3537598856249466e-05,"LINESTRING (540135.9999999999 173518.0000000008, 540138 173462.9999999989)"
2423,2.3556666279180146e-05,"LINESTRING (540137 173538.0000000009, 540135.9999999999 173518.0000000008)"
2424,2.3487884671099663e-05,"LINESTRING (540138 173462.9999999989, 540180.9999999999 173327.9999999998)"
2425,2.3566630093670007e-05,"LINESTRING (540133.77 173556.829999999, 540137 173538.0000000009)"
2426,2.3575738410882878e-05,"LINESTRING (540129.9999999999 173572.9999999998, 540133.77 173556.829999999)"
2427,2.360482307060652e-05,"LINESTRING (540091.9999999999 173662.0000000008, 540129.9999999999 173572.9999999998)"
2428,2.365017111090943e-05,"LINESTRING (540065.8700000001 173736.400000001, 540091.9999999999 173662.0000000008)"
2429,2.469995590363087e-05,"LINESTRING (537859.79 173612.7400000006, 537885.02 173742.3100000017)"
2430,2.4703905296126296e-05,"LINESTRING (537850.25 173555.1499999992, 537859.79 173612.7400000006)"
2431,2.4684303386047678e-05,"LINESTRING (537885.02 173742.3100000017, 537980 173723.9999999999)"
2432,2.472563897060889e-05,"LINESTRING (537819.5499999999 173751.2899999991, 537885.02 173742.3100000017)"
2433,2.471917017056915e-05,"LINESTRING (537677.9999999999 173437.0000000002, 537680.79 173382.1100000003)"
2434,2.476406986532124e-05,"LINESTRING (537681.11 173528.8100000005, 537677.9999999999 173437.0000000002)"
2435,2.4678350855903036e-05,"LINESTRING (537680.79 173382.1100000003, 537674.89 173303.2600000002)"
2436,2.4796507082162438e-05,"LINESTRING (537689.73 173542.2200000004, 537681.11 173528.8100000005)"
2437,2.4806558405762947e-05,"LINESTRING (537691.1099999999 173574.4800000006, 537681.11 173528.8100000005)"
2438,2.4807479611694674e-05,"LINESTRING (537693.1399999999 173563.6500000003, 537689.73 173542.2200000004)"
2439,2.480159795150751e-05,"LINESTRING (537689.73 173542.2200000004, 537707.3799999999 173549.6200000006)"
2440,2.4817530935295183e-05,"LINESTRING (537691.1099999999 173574.4800000006, 537693.1399999999 173563.6500000003)"
2441,2.482566548398072e-05,"LINESTRING (537694.4399999999 173589.5599999998, 537691.1099999999 173574.4800000006)"
2442,2.480826277883024e-05,"LINESTRING (537693.1399999999 173563.6500000003, 537707.3799999999 173549.6200000006)"
2443,2.479658802424961e-05,"LINESTRING (537707.3799999999 173549.6200000006, 537729.25 173543.9900000001)"
2444,2.477730412431492e-05,"LINESTRING (537729.25 173543.9900000001, 537780.4100000001 173531.3899999994)"
2445,2.4828204384276132e-05,"LINESTRING (537694.4399999999 173589.5599999998, 537710.96 173667.4500000009)"
2446,2.483343552328684e-05,"LINESTRING (537694.4399999999 173589.5599999998, 537691.8999999999 173599.160000001)"
2447,2.482089487381876e-05,"LINESTRING (537710.96 173667.4500000009, 537712.3899999999 173692.4599999999)"
2448,2.4827877327521427e-05,"LINESTRING (537705.0299999999 173662.0499999999, 537710.96 173667.4500000009)"
2449,2.4833108466532137e-05,"LINESTRING (537691.8999999999 173599.160000001, 537705.0299999999 173662.0499999999)"
2450,2.484236549179295e-05,"LINESTRING (537691.8999999999 173599.160000001, 537669.8200000001 173613.3700000009)"
2451,2.483375124039146e-05,"LINESTRING (537691.4199999999 173650.6199999999, 537705.0299999999 173662.0499999999)"
2452,2.48227769691764e-05,"LINESTRING (537705.0299999999 173662.0499999999, 537712.3899999999 173692.4599999999)"
2453,2.486033654546311e-05,"LINESTRING (537669.8200000001 173613.3700000009, 537624 173614.0000000005)"
2454,2.4906399370530676e-05,"LINESTRING (537542.6799999999 173613.0700000022, 537555 173613.9999999991)"
2455,2.49136166623958e-05,"LINESTRING (537523.4300000001 173610.0999999997, 537542.6799999999 173613.0700000022)"
2456,2.4887999654304204e-05,"LINESTRING (537624 173614.0000000005, 537555 173613.9999999991)"
2457,2.4855071337714695e-05,"LINESTRING (537624 173614.0000000005, 537691.4199999999 173650.6199999999)"
2458,2.4964498937688457e-05,"LINESTRING (537446 173582.0000000006, 537414 173574.0000000001)"
2459,2.4952976267514195e-05,"LINESTRING (537460.99 173585.6400000004, 537446 173582.0000000006)"
2460,2.5006782992529375e-05,"LINESTRING (537414 173574.0000000001, 537284.15 173512.1500000006)"
2461,2.4942027280182168e-05,"LINESTRING (537489.5999999999 173596.6799999997, 537460.99 173585.6400000004)"
2462,2.4931696058407766e-05,"LINESTRING (537501.7499999999 173601.3800000012, 537489.5999999999 173596.6799999997)"
2463,2.492334017198517e-05,"LINESTRING (537523.4300000001 173610.0999999997, 537501.7499999999 173601.3800000012)"
2464,2.54406861239775e-05,"LINESTRING (536420.6799999999 173287.7699999997, 536473.2999999999 173296.2799999993)"
2465,2.5461066855835015e-05,"LINESTRING (536389.9999999998 173283.0000000005, 536420.6799999999 173287.7699999997)"
2466,2.5426129233621692e-05,"LINESTRING (536473.2999999999 173296.2799999993, 536480.2699999998 173297.0399999994)"
2467,2.558531925945677e-05,"LINESTRING (536167.9999999999 173288.0000000001, 536135.6 173288.4799999999)"
2468,2.556457843393957e-05,"LINESTRING (536219.9999999998 173283.0000000012, 536167.9999999999 173288.0000000001)"
2469,2.5593326166928424e-05,"LINESTRING (536135.6 173288.4799999999, 536135.38 173288.4799999999)"
2470,2.560208650194448e-05,"LINESTRING (536135.38 173288.4799999999, 536099.9999999999 173288.9999999997)"
2471,2.5419003893469143e-05,"LINESTRING (536480.2699999998 173297.0399999994, 536502.6499999999 173300.4400000011)"
2472,2.5722923654029535e-05,"LINESTRING (535900.9999999999 173287.9999999993, 535849.1799999999 173287.9200000002)"
2473,2.5705796791155793e-05,"LINESTRING (535917 173288.0000000001, 535900.9999999999 173287.9999999993)"
2474,2.574781355718584e-05,"LINESTRING (535849.1799999999 173287.9200000002, 535803.2899999999 173280.1999999999)"
2475,2.567459066238723e-05,"LINESTRING (536025.9999999999 173289.0000000003, 535917 173288.0000000001)"
2476,2.5629105634355597e-05,"LINESTRING (536099.9999999999 173288.9999999997, 536025.9999999999 173289.0000000003)"
2477,2.6486764617165593e-05,"LINESTRING (534262.9999999998 173518.0000000001, 534185.2099999997 173571.1800000009)"
2478,2.6524453030470185e-05,"LINESTRING (534283.9999999999 173497.0000000009, 534262.9999999998 173518.0000000001)"
2479,2.642900394920995e-05,"LINESTRING (534185.2099999997 173571.1800000009, 534109.2499999999 173630.6999999995)"
2480,2.6384885102254296e-05,"LINESTRING (534109.2499999999 173630.6999999995, 534088.4699999999 173676.5899999993)"
2481,2.6364724764167752e-05,"LINESTRING (534088.4699999999 173676.5899999993, 534082 173693.0000000003)"
2482,1.9493453352174572e-05,"LINESTRING (549105.9999999998 173507.0000000006, 549260.9899999998 173607.3000000012)"
2483,1.954573139181212e-05,"LINESTRING (548984.9999999998 173494.9999999995, 549105.9999999998 173507.0000000006)"
2484,1.9459666216155368e-05,"LINESTRING (549260.9899999998 173607.3000000012, 549277.9999999998 173604.9999999997)"
2485,1.94617304710009e-05,"LINESTRING (549260.9899999998 173607.3000000012, 549256.9999999999 173608.0000000006)"
2486,1.9415424007742243e-05,"LINESTRING (549385.6099999999 173565.0199999999, 549408 173559.0000000001)"
2487,1.9434684972253638e-05,"LINESTRING (549297.9999999998 173602.0000000001, 549385.6099999999 173565.0199999999)"
2488,1.940888767220881e-05,"LINESTRING (549408 173559.0000000001, 549424.9999999999 173561.0000000001)"
2489,1.9408927461489896e-05,"LINESTRING (549424.9999999999 173561.0000000001, 549552.9999999999 173602.0000000008)"
2490,1.9403190467946025e-05,"LINESTRING (549583.9499999997 173564.9200000001, 549552.9999999999 173602.0000000008)"
2491,1.9417724272275977e-05,"LINESTRING (549552.9999999999 173602.0000000008, 549564.8199999999 173641.1500000006)"
2492,1.938693533945087e-05,"LINESTRING (549612.0599999998 173531.5499999998, 549583.9499999997 173564.9200000001)"
2493,1.9453507784633597e-05,"LINESTRING (549277.9999999998 173604.9999999997, 549297.9999999998 173602.0000000001)"
2494,1.942897457036704e-05,"LINESTRING (549564.8199999999 173641.1500000006, 549574.4499999997 173675.670000001)"
2495,1.943781222579916e-05,"LINESTRING (549574.4499999997 173675.670000001, 549580.9999999999 173699.0000000002)"
2496,1.9364415645476397e-05,"LINESTRING (549701.9799999999 173496.9900000009, 549612.0599999998 173531.5499999998)"
2497,1.9345044384157142e-05,"LINESTRING (549716.3399999999 173468.9399999996, 549701.9799999999 173496.9900000009)"
2498,1.933115837090467e-05,"LINESTRING (549750.9999999999 173413.9999999998, 549716.3399999999 173468.9399999996)"
2499,1.93043126012543e-05,"LINESTRING (549722.4699999999 173294.6200000002, 549750.9999999999 173413.9999999998)"
2500,1.9273738719667526e-05,"LINESTRING (549722.4699999999 173294.6200000002, 549778.9699999999 173252.7700000003)"
2501,1.9223922944993477e-05,"LINESTRING (549408.2499999999 172952.5800000002, 549722.4699999999 173294.6200000002)"
2502,1.9252545386381955e-05,"LINESTRING (549778.9699999999 173252.7700000003, 549811.5899999997 173223.3700000006)"
2503,1.923946276837818e-05,"LINESTRING (549811.5899999997 173223.3700000006, 549829.9999999999 173204.0000000014)"
2504,2.008353803031638e-05,"LINESTRING (547675.6799999999 173289.7699999997, 547730.9999999998 173296.0000000005)"
2505,2.0106302351906024e-05,"LINESTRING (547617.9999999999 173273.0000000001, 547675.6799999999 173289.7699999997)"
2506,2.005730066622768e-05,"LINESTRING (547730.9999999998 173296.0000000005, 547804.9999999999 173271.0000000001)"
2507,2.0271551417600528e-05,"LINESTRING (547272.3899999999 173423.8599999998, 547283.9999999999 173382.9999999995)"
2508,2.0283238879094933e-05,"LINESTRING (547263.9599999997 173454.3199999996, 547272.3899999999 173423.8599999998)"
2509,2.0249793070398902e-05,"LINESTRING (547283.9999999999 173382.9999999995, 547327.0399999998 173297.0200000022)"
2510,2.028999763382273e-05,"LINESTRING (547260.9999999999 173465.0000000003, 547263.9599999997 173454.3199999996)"
2511,2.0299263435515145e-05,"LINESTRING (547255.9999999998 173512.0000000002, 547260.9999999999 173465.0000000003)"
2512,2.0327656110237907e-05,"LINESTRING (547255.9999999998 173512.0000000002, 547320.9999999998 173624.0000000002)"
2513,2.0357708621187704e-05,"LINESTRING (547320.9999999998 173624.0000000002, 547361.7599999998 173663.0900000002)"
2514,2.036988640103426e-05,"LINESTRING (547361.7599999998 173663.0900000002, 547374.9999999998 173675.9999999997)"
2515,2.189999282899111e-05,"LINESTRING (543499.0499999999 173701.2599999997, 543552.2699999999 173627.6400000015)"
2516,2.192651235978671e-05,"LINESTRING (543484 173722.0000000007, 543499.0499999999 173701.2599999997)"
2517,2.1828906021337336e-05,"LINESTRING (543552.2699999999 173627.6400000015, 543718.9999999998 173478.9999999999)"
2518,2.1714811425076174e-05,"LINESTRING (543718.9999999998 173478.9999999999, 543940 173298.0000000012)"
2519,2.162630939403677e-05,"LINESTRING (543940 173298.0000000012, 543993.9999999998 173196.9999999998)"
2520,2.218899301941578e-05,"LINESTRING (542703.9999999999 173710.9999999999, 542731.2299999997 173583.8499999994)"
2521,2.2242496527935922e-05,"LINESTRING (542732.7299999997 173805.4800000003, 542703.9999999999 173710.9999999999)"
2522,2.2148203233247355e-05,"LINESTRING (542731.2299999997 173583.8499999994, 542708 173520.0000000007)"
2523,1.9276639615202135e-05,"LINESTRING (547096 164936.0000000009, 547034.8599999999 165002.4800000006)"
2524,1.924446993107705e-05,"LINESTRING (547096 164936.0000000009, 547160.1199999999 164882.45)"
2525,1.9298752644075767e-05,"LINESTRING (547034.8599999999 165002.4800000006, 547018 165026.0000000016)"
2526,1.9346437556439768e-05,"LINESTRING (547018 165026.0000000016, 546961.91 165245.6500000003)"
2527,1.9394840011689782e-05,"LINESTRING (546961.91 165245.6500000003, 546958.9999999999 165278.0000000003)"
2528,1.9403445745746348e-05,"LINESTRING (546958.9999999999 165278.0000000003, 546958.12 165291.359999999)"
2529,1.9280300751200604e-05,"LINESTRING (546777.3300000001 166913.0699999999, 546789.25 166880.8099999998)"
2530,1.927996721447617e-05,"LINESTRING (546777.3300000001 166913.0699999999, 546778.9300000001 166921.8899999997)"
2531,1.9285616738171556e-05,"LINESTRING (546743.25 166887.0400000006, 546777.3300000001 166913.0699999999)"
2532,1.9278492783792766e-05,"LINESTRING (546789.25 166880.8099999998, 546792.09 166874.1899999997)"
2533,1.9284835919759404e-05,"LINESTRING (546743.25 166887.0400000006, 546789.25 166880.8099999998)"
2534,1.9277155646558073e-05,"LINESTRING (546778.9300000001 166921.8899999997, 546782.35 166930.3500000008)"
2535,1.9278159247068332e-05,"LINESTRING (546778.9300000001 166921.8899999997, 546792.09 166874.1899999997)"
2536,1.9272560648262463e-05,"LINESTRING (546765.67 166969.9400000005, 546778.9300000001 166921.8899999997)"
2537,1.9277265177344508e-05,"LINESTRING (546792.09 166874.1899999997, 546792.64 166872.939999999)"
2538,1.9349310368828803e-05,"LINESTRING (546861.0000000001 167537.0000000003, 546941.8900000001 167875.4899999996)"
2539,1.9276036829122688e-05,"LINESTRING (546861.0000000001 167537.0000000003, 546805.39 167369.1700000013)"
2540,1.94054490543168e-05,"LINESTRING (546949.41 167913.8900000008, 546941.8900000001 167875.4899999996)"
2541,1.941891277349772e-05,"LINESTRING (546949.41 167913.8900000008, 546960.5600000001 167962.4399999993)"
2542,1.9432451218684683e-05,"LINESTRING (546968.8899999999 168000.9800000002, 546960.5600000001 167962.4399999993)"
2543,1.9439351131969134e-05,"LINESTRING (546970.0699999999 168006.8500000032, 546968.8899999999 168000.9800000002)"
2544,1.9449543700282065e-05,"LINESTRING (546970.0699999999 168006.8500000032, 546983.1000000001 168066.3900000004)"
2545,1.9470698636889715e-05,"LINESTRING (547000.0899999999 168141.9899999999, 546983.1000000001 168066.3900000004)"
2546,1.9490962503476746e-05,"LINESTRING (547000.0899999999 168141.9899999999, 547010.83 168195.4800000002)"
2547,1.9513248645933847e-05,"LINESTRING (547010.83 168195.4800000002, 547020 168285.0000000003)"
2548,1.9439978156292293e-05,"LINESTRING (546897 166038.0000000007, 546873 166359.9999999999)"
2549,1.950814296704866e-05,"LINESTRING (546912.49 165855.4899999998, 546897 166038.0000000007)"
2550,1.9391732987399324e-05,"LINESTRING (546873 166359.9999999999, 546870 166400.9999999999)"
2551,1.9378505623429556e-05,"LINESTRING (546870 166400.9999999999, 546865.4799999999 166464.8800000014)"
2552,1.9366159066866176e-05,"LINESTRING (546865.4799999999 166464.8800000014, 546863 166499.9999999999)"
2553,1.9334446836711365e-05,"LINESTRING (546863 166499.9999999999, 546835.3600000001 166730.5299999997)"
2554,1.9292048731474847e-05,"LINESTRING (546835.3600000001 166730.5299999997, 546792.64 166872.939999999)"
2555,1.93451082002517e-05,"LINESTRING (546624.63 166897.3899999998, 546516.9999999999 166918.9999999999)"
2556,1.9325960967833274e-05,"LINESTRING (546649.97 166876.7999999999, 546624.63 166897.3899999998)"
2557,1.9369622407302225e-05,"LINESTRING (546516.9999999999 166918.9999999999, 546446 166915)"
2558,1.931679360399532e-05,"LINESTRING (546671.0700000001 166846.6900000008, 546649.97 166876.7999999999)"
2559,1.924684088060975e-05,"LINESTRING (546789.83 167322.4900000001, 546752 167019.000000001)"
2560,1.9246613484161538e-05,"LINESTRING (546805.39 167369.1700000013, 546789.83 167322.4900000001)"
2561,1.9259855210957816e-05,"LINESTRING (546752 167019.000000001, 546765.67 166969.9400000005)"
2562,1.9292622763353955e-05,"LINESTRING (546728 166875.9999999999, 546743.25 166887.0400000006)"
2563,1.926049271490847e-05,"LINESTRING (546522.42 166737.4000000001, 546493.5 166701.0000000003)"
2564,1.9252162914516273e-05,"LINESTRING (546534.75 166749.0900000004, 546522.42 166737.4000000001)"
2565,1.9272129589357143e-05,"LINESTRING (546493.5 166701.0000000003, 546477.02 166662.8899999993)"
2566,1.9267961085925407e-05,"LINESTRING (546608 166817.0000000017, 546534.75 166749.0900000004)"
2567,1.92989668252658e-05,"LINESTRING (546671.0700000001 166846.6900000008, 546608 166817.0000000017)"
2568,1.930629362165638e-05,"LINESTRING (546710 166865.0000000013, 546671.0700000001 166846.6900000008)"
2569,1.9297864344748896e-05,"LINESTRING (546728 166875.9999999999, 546710 166865.0000000013)"
2570,1.9432893422787143e-05,"LINESTRING (546958.12 165291.359999999, 546946.5699999998 165433.9400000015)"
2571,1.9468405236242258e-05,"LINESTRING (546946.5699999998 165433.9400000015, 546942.6900000001 165479.1600000018)"
2572,1.9501272186776073e-05,"LINESTRING (546942.6900000001 165479.1600000018, 546933.1199999999 165606.8899999998)"
2573,1.9545321380115286e-05,"LINESTRING (546933.1199999999 165606.8899999998, 546922.84 165710.1100000008)"
2574,1.9566499083416666e-05,"LINESTRING (546916.04 165702.5200000003, 546922.84 165710.1100000008)"
2575,1.9566210041106092e-05,"LINESTRING (546922.84 165710.1100000008, 546922.38 165716.4900000014)"
2576,1.9575996031386748e-05,"LINESTRING (546865 165716.9999999998, 546916.04 165702.5200000003)"
2577,1.958072584572244e-05,"LINESTRING (546865 165716.9999999998, 546889 165716.0000000009)"
2578,1.9642787581523035e-05,"LINESTRING (546465 165825.9999999995, 546865 165716.9999999998)"
2579,1.957235780918393e-05,"LINESTRING (546889 165716.0000000009, 546922.38 165716.4900000014)"
2580,1.956719853677605e-05,"LINESTRING (546922.38 165716.4900000014, 546921.11 165734.3699999991)"
2581,1.9572217393422317e-05,"LINESTRING (546921.11 165734.3699999991, 546889 165716.0000000009)"
2582,1.956354315086055e-05,"LINESTRING (546921.11 165734.3699999991, 546919.3199999999 165759.4400000001)"
2583,1.9714658768242527e-05,"LINESTRING (546377 165851, 546465 165825.9999999995)"
2584,1.9546634866763157e-05,"LINESTRING (546919.3199999999 165759.4400000001, 546912.49 165855.4899999998)"
2585,1.9463059400883856e-05,"LINESTRING (546187 166907.9999999998, 546105 166932.0000000006)"
2586,1.9433475477516e-05,"LINESTRING (546313 166923.0000000012, 546187 166907.9999999998)"
2587,1.9498940555057218e-05,"LINESTRING (546105 166932.0000000006, 545952 167005.0000000006)"
2588,1.9405934840557207e-05,"LINESTRING (546385.0000000001 166918.9999999985, 546313 166923.0000000012)"
2589,1.9387671658070327e-05,"LINESTRING (546446 166915, 546385.0000000001 166918.9999999985)"
2590,1.9354195576964506e-05,"LINESTRING (546446 166915, 546395 166791.0000000002)"
2591,1.9321461379896507e-05,"LINESTRING (546395 166791.0000000002, 546414 166752.0000000001)"
2592,1.9297860023257594e-05,"LINESTRING (546414 166752.0000000001, 546471.1199999999 166648.31)"
2593,1.9281590842158118e-05,"LINESTRING (546471.1199999999 166648.31, 546470.5600000001 166646.9000000004)"
2594,1.9279766003949937e-05,"LINESTRING (546477.02 166662.8899999993, 546471.1199999999 166648.31)"
2595,1.9279280840202313e-05,"LINESTRING (546470.5600000001 166646.9000000004, 546466 166637.0000000005)"
2596,1.9850573456053505e-05,"LINESTRING (545963.7799999999 165874.0599999997, 545994.4199999999 165882.6799999998)"
2597,1.986674536215789e-05,"LINESTRING (545963.7799999999 165874.0599999997, 545899.9999999999 165836.0000000008)"
2598,1.9837884790822612e-05,"LINESTRING (545994.4199999999 165882.6799999998, 546046.05 165884.8600000001)"
2599,1.982515651128217e-05,"LINESTRING (546046.05 165884.8600000001, 546078.15 165882.0800000002)"
2600,1.9694506362281127e-05,"LINESTRING (546030 165506.000000001, 546049.74 165621.250000001)"
2601,1.9649252944901587e-05,"LINESTRING (546004 165391.0000000007, 546030 165506.000000001)"
2602,1.9738847840704286e-05,"LINESTRING (546049.74 165621.250000001, 546069.54 165731.6099999991)"
2603,1.9817228354431803e-05,"LINESTRING (546094.04 165894.4100000007, 546078.15 165882.0800000002)"
2604,1.981703855435665e-05,"LINESTRING (546078.15 165882.0800000002, 546092.29 165866.0000000007)"
2605,1.978171427292525e-05,"LINESTRING (546069.54 165731.6099999991, 546089.9999999999 165838)"
2606,1.980831405781524e-05,"LINESTRING (546089.9999999999 165838, 546092.29 165866.0000000007)"
2607,1.981113566905298e-05,"LINESTRING (546107.0600000001 165878.8700000003, 546094.04 165894.4100000007)"
2608,1.981094586897783e-05,"LINESTRING (546092.29 165866.0000000007, 546107.0600000001 165878.8700000003)"
2609,1.979422487118055e-05,"LINESTRING (546107.0600000001 165878.8700000003, 546200 165879.9999999997)"
2610,1.9780004424029492e-05,"LINESTRING (546200 165879.9999999997, 546202.3999999999 165879.8499999999)"
2611,1.97537327752999e-05,"LINESTRING (546202.3999999999 165879.8499999999, 546377 165851)"
2612,1.9576449156133934e-05,"LINESTRING (545969 165252.0000000002, 545974.74 165275.9299999998)"
2613,1.951954987806472e-05,"LINESTRING (545854 165002, 545969 165252.0000000002)"
2614,1.960386559031885e-05,"LINESTRING (545974.74 165275.9299999998, 546004 165391.0000000007)"
2615,1.961033979133436e-05,"LINESTRING (545649 166992.0000000006, 545685 166979.9999999995)"
2616,1.9639276488506856e-05,"LINESTRING (545542 167081.0000000016, 545649 166992.0000000006)"
2617,1.9598029193922217e-05,"LINESTRING (545685 166979.9999999995, 545723 166978.0000000002)"
2618,1.9585148872919126e-05,"LINESTRING (545723 166978.0000000002, 545768 166982.0000000016)"
2619,1.955782190819228e-05,"LINESTRING (545904 167017.1400000008, 545768 166982.0000000016)"
2620,1.953005520319712e-05,"LINESTRING (545952 167005.0000000006, 545904 167017.1400000008)"
2621,2.000416052543937e-05,"LINESTRING (545593.1099999999 165743.3200000021, 545558.9999999999 165759.9999999998)"
2622,1.998612213087652e-05,"LINESTRING (545655.1900000001 165716.700000001, 545593.1099999999 165743.3200000021)"
2623,2.0025795628041866e-05,"LINESTRING (545558.9999999999 165759.9999999998, 545485 165808)"
2624,1.9963582505216844e-05,"LINESTRING (545719.67 165713.2200000009, 545655.1900000001 165716.700000001)"
2625,1.9950239303470537e-05,"LINESTRING (545733.4099999999 165714.1599999999, 545719.67 165713.2200000009)"
2626,1.993652352712095e-05,"LINESTRING (545790 165750.0000000015, 545733.4099999999 165714.1599999999)"
2627,1.9901612397527e-05,"LINESTRING (545899.9999999999 165836.0000000008, 545790 165750.0000000015)"
2628,1.943398490470387e-05,"LINESTRING (545771.22 164844.9800000014, 545854 165002)"
2629,1.9687041242909054e-05,"LINESTRING (545457.5600000001 167149.220000001, 545509.9999999999 167109.9999999998)"
2630,1.970378451041017e-05,"LINESTRING (545429 167170.9999999994, 545457.5600000001 167149.220000001)"
2631,1.9669139788463646e-05,"LINESTRING (545509.9999999999 167109.9999999998, 545542 167081.0000000016)"
2632,1.987893911253422e-05,"LINESTRING (545490.6100000001 167582.52, 545477 167552.9999999999)"
2633,1.993586599865e-05,"LINESTRING (545555.6399999999 167856.5699999995, 545490.6100000001 167582.52)"
2634,1.985655108217287e-05,"LINESTRING (545477 167552.9999999999, 545392.9999999999 167512.0000000006)"
2635,2.0119604611856357e-05,"LINESTRING (545373.11 168172.0099999999, 545397 168147.0000000002)"
2636,2.0144970950772016e-05,"LINESTRING (545330 168260.0000000006, 545373.11 168172.0099999999)"
