route_id,0
0,12877.486982022125
1,30744.084544928908
2,8262.196860155442
3,22570.834831127726
4,18806.029157758378
5,16733.04517287056
6,22463.606450084997
7,11899.292658601225
8,14555.70111043716
9,26993.556533370946
10,16367.400080553323
11,11116.151426977764
12,17176.922618819834
13,22207.753266059495
14,16454.632100549283
15,34826.02292045272
16,7079.5266192390145
17,14690.633566458308
18,17919.10425486267
19,25479.260924541966
20,19842.303922801875
21,18706.7024398145
22,25956.239270265534
23,17388.481170807318
24,11557.196993587768
25,25635.77157946731
26,10550.718686057757
27,30371.976169001013
28,18669.663855586135
30,15590.189863359063
31,23977.903501533754
32,20076.22367654697
33,24333.247345510652
34,32331.1459383497
35,5268.606661128461
36,35138.009329402565
37,22783.95401186665
38,16907.950278813023
39,14333.293715203785
40,32069.997834925587
41,19891.61230994328
42,13649.966456632945
44,15919.698077640835
45,32613.19014089132
46,15376.2335589774
47,4143.354796203144
48,30392.89398228427
49,36216.235213516164
50,29439.102728334154
51,32554.566499105735
52,47341.64189633205
53,30602.243737039094
54,29170.74140907686
55,48976.17916854845
56,44069.7461483365
57,64115.96208184422
58,20776.10968754417
59,25926.650045083203
60,32961.16965324486
61,20985.850256728107
62,15905.28812395487
63,7702.184132685897
64,30715.69409613514
65,14642.720276328411
66,9397.31523601583
67,1941.647329492845
68,44723.363843399
69,30306.83809686994
70,25202.849832615775
71,37089.001467193215
72,30646.549538544303
73,6166.736046089218
74,24806.813570804552
75,27410.46726103157
77,5085.8280834399275
78,20943.37797841289
79,3442.951689317483
80,25324.502368386424
81,23347.071088650064
82,34791.94613583489
83,21083.3449271151
85,24438.16624905415
86,16922.741895750965
87,23161.758745257943
88,41074.378765300404
89,21268.226093133144
90,33728.50465157459
91,7187.5091594532
92,15188.79135181827
93,37001.3594724028
94,6243.071060169723
96,29575.64282201482
97,33417.706278646896
98,24058.08222641774
99,29036.735098811943
100,28414.442511172674
101,35217.440939736574
102,42758.998185938515
103,25370.81659177763
104,4483.374852958092
105,32250.200146284147
106,13404.61172708572
107,19794.352327989698
108,28524.83297003096
109,20371.37564564785
110,14225.345946135409
111,7862.269432083992
112,1327.53460704477
113,29393.668021861595
114,13338.493268014963
115,46416.999251033056
116,24519.244423552598
117,22795.523586522264
118,38627.193077395896
119,18225.888254780668
120,19382.7876596891
121,15493.450571392708
122,20725.36137812603
123,33490.26246653929
124,37317.19684178843
125,16357.146139758765
126,31845.76211719689
127,11397.66531939214
128,27194.21111301994
129,66907.78851986627
130,18539.408360706257
131,18631.816630338115
132,38071.992312970935
134,1524.0177919510709
135,26346.784103323294
136,35232.302985432994
137,36798.07043632867
138,32770.120435585995
139,13029.570134124304
140,21240.348765557905
141,33800.53203235496
142,21501.909043898002
143,23331.240275023945
144,20928.2157747914
145,20726.24665471364
147,27048.2857666693
148,31912.851175522188
149,21762.16688200748
150,19723.73325469981
151,39956.83216594133
152,21943.489936741174
153,6283.537683041099
154,29372.163273909133
155,14824.251413719518
156,34140.217154735474
157,35672.407071706395
158,23467.213506981418
159,14231.832998454462
161,19910.62182348584
162,13298.85131479323
163,17004.713894087785
164,22473.366381559314
165,22926.930187700313
166,48667.507173655606
167,34715.79704370836
168,25088.06198850151
169,26669.85429008578
170,21966.691084798393
171,8429.90029397613
172,35079.101470742695
173,11988.576527525258
174,11813.591694951338
175,19819.54862878987
176,13773.250986165784
177,16698.00857402594
178,11686.265446211471
179,18970.412957903027
180,11988.710025940498
181,13352.664411907206
182,34696.89778525755
183,40184.664116889595
184,30543.695376834865
185,54334.73407506501
186,25818.79263052007
187,58960.46628107882
188,17139.561700414957
189,34030.573215899625
190,5934.2516153602055
191,44540.502488749946
192,7021.39446236144
193,23396.47900378721
194,20661.526167882734
195,34089.70747854501
196,17055.729901611987
197,28522.49038701845
198,29013.98123116428
199,35728.530789172335
200,16069.92373710784
201,23539.46688128825
202,43552.6123069112
203,25162.169519468975
204,37565.881193559
207,24464.966765794954
208,27082.493075061175
209,21492.85674218132
210,22734.685416357806
211,30142.8815230521
212,36067.400038245825
213,42084.12595623947
214,18203.603344499497
215,25790.803242646918
216,19292.235435038794
217,19429.496334560008
218,20204.75744105711
219,15522.564471236976
220,44756.55188383469
221,20154.712785211635
222,39440.1144229131
224,18442.633051673623
225,24862.933340880576
226,43615.55911635025
227,30350.077227547594
228,34992.84391713411
229,28861.741191387828
230,17985.43632948457
231,21473.539043329398
232,27020.648192398792
233,1274.9425360958692
234,22556.295661291715
235,35623.32581459059
236,12255.601942107436
237,20972.7262757056
239,37331.83516397993
240,36019.31697398276
241,26322.293976057288
242,11806.474125125556
243,21715.96597462037
244,14252.030282263124
245,19349.243834595552
246,17257.24191429021
247,20692.856223616316
248,6147.325628800336
249,25213.229998237566
250,40924.803996955474
251,19815.805008003495
252,58421.61782738379
253,37593.94670610687
254,31779.803847357623
255,5395.42378934257
256,19953.51194843807
257,37881.89384176297
258,23588.284202657873
259,22451.624246035437
260,36330.93627712934
261,70567.53827605725
262,23062.30305700372
263,12269.655619040994
264,8227.228894270676
265,14642.716057253861
266,39912.68814703493
267,16925.460639191348
268,30316.645259203797
269,33874.48885844336
270,18824.18316284203
271,34207.22065398852
272,5415.376695430949
273,19488.403099493713
274,18746.09077622668
275,36717.301051372764
276,37710.0367367579
277,29173.212240026558
278,19883.953661507618
279,32799.72743752724
280,34476.176689734755
281,34268.92532805808
282,19839.79581873686
283,30624.09923528815
284,22603.42936037098
285,31278.602321206417
286,24097.92291568368
288,26731.979629533344
289,21554.760283759915
290,14728.065140028524
291,3022.5929844018833
292,23858.27988475171
294,21998.39494586126
295,36827.78190770969
296,46815.82897815662
297,8435.58428288591
298,26824.991538845115
299,31701.12311466359
301,10186.791104390648
302,29321.862064714755
303,27965.314585994085
304,26140.478283257253
305,10832.490021202853
306,41475.70244199101
307,24123.852864967957
308,16156.644946012502
309,9817.457176685848
310,8131.10815416524
311,14758.015373970004
312,29011.609311027736
313,31002.822458544146
314,19409.74433727421
316,18281.23050045124
318,17926.219424224913
