route_id,0
0,20.0
1,46.0
2,7.0
3,28.0
4,31.0
5,34.0
6,46.0
7,23.0
8,25.0
9,40.0
10,33.0
11,24.0
12,26.0
13,42.0
14,19.0
15,59.0
16,10.0
17,26.0
18,31.0
19,47.0
20,24.0
21,24.0
22,49.0
23,34.0
24,23.0
25,49.0
26,19.0
27,57.0
28,18.0
30,31.0
31,45.0
32,34.0
33,38.0
34,49.0
35,12.0
36,53.0
37,43.0
38,30.0
39,29.0
40,54.0
41,43.0
42,16.0
44,30.0
45,49.0
46,18.0
47,9.0
48,44.0
49,56.0
50,43.0
51,53.0
52,62.0
53,52.0
54,55.0
55,62.0
56,59.0
57,76.0
58,29.0
59,41.0
60,62.0
61,39.0
62,31.0
63,17.0
64,45.0
65,29.0
66,19.0
67,5.0
68,71.0
69,58.0
70,42.0
71,60.0
72,55.0
73,7.0
74,26.0
75,45.0
77,8.0
78,44.0
79,9.0
80,45.0
81,37.0
82,48.0
83,42.0
85,46.0
86,26.0
87,34.0
88,70.0
89,39.0
90,37.0
91,13.0
92,26.0
93,67.0
94,11.0
96,46.0
97,43.0
98,32.0
99,57.0
100,51.0
101,52.0
102,54.0
103,37.0
104,12.0
105,56.0
106,16.0
107,24.0
108,54.0
109,25.0
110,23.0
111,18.0
112,4.0
113,60.0
114,26.0
115,56.0
116,46.0
117,44.0
118,62.0
119,36.0
120,37.0
121,12.0
122,30.0
123,59.0
124,55.0
125,22.0
126,56.0
127,24.0
128,49.0
129,75.0
130,35.0
131,39.0
132,59.0
134,4.0
135,48.0
136,24.0
137,72.0
138,57.0
139,19.0
140,28.0
141,52.0
142,41.0
143,46.0
144,38.0
145,38.0
147,43.0
148,49.0
149,40.0
150,33.0
151,60.0
152,35.0
153,9.0
154,49.0
155,29.0
156,43.0
157,56.0
158,44.0
159,25.0
161,23.0
162,26.0
163,31.0
164,37.0
165,43.0
166,87.0
167,60.0
168,55.0
169,47.0
170,32.0
171,7.0
172,62.0
173,20.0
174,15.0
175,25.0
176,18.0
177,34.0
178,12.0
179,38.0
180,21.0
181,25.0
182,34.0
183,63.0
184,56.0
185,77.0
186,39.0
187,80.0
188,25.0
189,60.0
190,14.0
191,52.0
192,9.0
193,30.0
194,39.0
195,50.0
196,33.0
197,43.0
198,43.0
199,56.0
200,32.0
201,43.0
202,80.0
203,49.0
204,58.0
207,47.0
208,51.0
209,39.0
210,29.0
211,54.0
212,37.0
213,63.0
214,21.0
215,38.0
216,36.0
217,41.0
218,40.0
219,16.0
220,53.0
221,31.0
222,54.0
224,33.0
225,34.0
226,51.0
227,60.0
228,66.0
229,53.0
230,33.0
231,26.0
232,47.0
233,4.0
234,37.0
235,63.0
236,18.0
237,40.0
239,40.0
240,64.0
241,39.0
242,17.0
243,33.0
244,27.0
245,29.0
246,23.0
247,41.0
248,7.0
249,33.0
250,62.0
251,25.0
252,88.0
253,59.0
254,57.0
255,10.0
256,38.0
257,56.0
258,34.0
259,34.0
260,43.0
261,57.0
262,39.0
263,17.0
264,14.0
265,29.0
266,39.0
