trip_id,0
0_20_20,12877.486982022125
0_20_30,12877.486982022125
0_20_40,12877.486982022125
0_20_50,12877.486982022125
0_21_00,12877.486982022125
0_21_10,12877.486982022125
0_21_20,12877.486982022125
0_21_30,12877.486982022125
0_21_40,12877.486982022125
0_21_50,12877.486982022125
1000_13_50,23022.10513162163
1000_14_00,23022.10513162163
1000_14_20,23022.10513162163
1000_14_50,23022.10513162163
1000_15_00,23022.10513162163
1000_15_10,23022.10513162163
1000_15_50,23022.10513162163
1000_16_00,23022.10513162163
1000_16_10,23022.10513162163
1000_17_00,23022.10513162163
1000_17_20,23022.10513162163
1001_07_20,28852.816610429516
1001_07_40,28852.816610429516
1001_08_00,28852.816610429516
1001_10_00,28852.816610429516
1001_10_10,28852.816610429516
1001_10_20,28852.816610429516
1001_10_30,28852.816610429516
1001_10_50,28852.816610429516
1001_11_40,28852.816610429516
1001_12_00,28852.816610429516
1001_12_30,28852.816610429516
1001_13_10,28852.816610429516
1001_13_40,28852.816610429516
1001_13_50,28852.816610429516
1001_14_00,28852.816610429516
1001_14_20,28852.816610429516
1001_14_30,28852.816610429516
1001_14_40,28852.816610429516
1001_14_50,28852.816610429516
1001_15_00,28852.816610429516
1001_15_10,28852.816610429516
1001_15_20,28852.816610429516
1001_15_30,28852.816610429516
1001_15_40,28852.816610429516
1001_15_50,28852.816610429516
1001_16_00,28852.816610429516
1001_16_10,28852.816610429516
1001_16_20,28852.816610429516
1001_16_30,28852.816610429516
1001_16_40,28852.816610429516
1001_16_50,28852.816610429516
1001_17_00,28852.816610429516
1001_17_10,28852.816610429516
1001_17_20,28852.816610429516
1001_17_30,28852.816610429516
1001_17_40,28852.816610429516
1001_17_50,28852.816610429516
1001_18_10,28852.816610429516
1001_18_20,28852.816610429516
1001_18_30,28852.816610429516
1001_18_40,28852.816610429516
1001_18_50,28852.816610429516
1001_19_00,28852.816610429516
1001_19_10,28852.816610429516
1001_19_50,28852.816610429516
1001_20_20,28852.816610429516
1001_20_30,28852.816610429516
1001_21_30,28852.816610429516
1002_06_00,32485.59979512452
1002_06_10,32485.59979512452
1002_06_20,32485.59979512452
1002_06_30,32485.59979512452
1002_06_40,32485.59979512452
1002_06_50,32485.59979512452
1002_07_00,32485.59979512452
1002_07_20,32485.59979512452
1002_07_30,32485.59979512452
1002_07_40,32485.59979512452
1002_07_50,32485.59979512452
1002_08_00,32485.59979512452
1002_08_10,32485.59979512452
1002_08_20,32485.59979512452
1002_08_30,32485.59979512452
1002_08_40,32485.59979512452
1002_08_50,32485.59979512452
1002_09_00,32485.59979512452
1002_09_10,32485.59979512452
1002_10_50,32485.59979512452
1003_06_00,14853.469857010015
1003_06_10,14853.469857010015
1003_06_20,14853.469857010015
1003_06_30,14853.469857010015
1003_06_40,14853.469857010015
1003_06_50,14853.469857010015
1003_07_00,14853.469857010015
1003_07_10,14853.469857010015
1003_07_20,14853.469857010015
1003_07_30,14853.469857010015
1003_07_40,14853.469857010015
1003_07_50,14853.469857010015
1003_08_00,14853.469857010015
1003_08_20,14853.469857010015
1003_08_30,14853.469857010015
1003_08_40,14853.469857010015
1003_08_50,14853.469857010015
1003_09_00,14853.469857010015
1003_09_10,14853.469857010015
1003_09_20,14853.469857010015
1003_09_30,14853.469857010015
1003_09_50,14853.469857010015
1003_10_00,14853.469857010015
1003_10_30,14853.469857010015
1003_10_40,14853.469857010015
1003_10_50,14853.469857010015
1003_11_00,14853.469857010015
1003_11_10,14853.469857010015
1003_11_20,14853.469857010015
1003_11_30,14853.469857010015
1003_11_40,14853.469857010015
1003_11_50,14853.469857010015
1003_12_00,14853.469857010015
1003_12_10,14853.469857010015
1003_12_20,14853.469857010015
1003_12_40,14853.469857010015
1003_12_50,14853.469857010015
1003_13_00,14853.469857010015
1003_13_10,14853.469857010015
1003_13_30,14853.469857010015
1003_13_40,14853.469857010015
1003_13_50,14853.469857010015
1003_14_00,14853.469857010015
1003_14_10,14853.469857010015
1003_14_20,14853.469857010015
1003_14_30,14853.469857010015
1003_14_40,14853.469857010015
1003_14_50,14853.469857010015
1003_15_00,14853.469857010015
1003_15_10,14853.469857010015
1003_15_20,14853.469857010015
1003_15_30,14853.469857010015
1003_15_40,14853.469857010015
1003_15_50,14853.469857010015
1003_16_00,14853.469857010015
1003_16_10,14853.469857010015
1003_16_30,14853.469857010015
1003_16_40,14853.469857010015
1003_16_50,14853.469857010015
1003_17_00,14853.469857010015
1003_17_20,14853.469857010015
1003_17_30,14853.469857010015
1003_17_40,14853.469857010015
1003_17_50,14853.469857010015
1003_18_00,14853.469857010015
1003_18_10,14853.469857010015
1003_18_20,14853.469857010015
1003_18_30,14853.469857010015
1003_18_40,14853.469857010015
1003_18_50,14853.469857010015
1003_19_00,14853.469857010015
1003_19_10,14853.469857010015
1003_19_20,14853.469857010015
1003_19_30,14853.469857010015
1003_19_50,14853.469857010015
1003_20_00,14853.469857010015
1003_20_10,14853.469857010015
1003_20_20,14853.469857010015
1003_20_30,14853.469857010015
1003_20_50,14853.469857010015
1003_21_00,14853.469857010015
1003_21_10,14853.469857010015
1003_21_20,14853.469857010015
1003_21_30,14853.469857010015
1003_21_40,14853.469857010015
1003_21_50,14853.469857010015
1004_18_20,4881.098577377656
1004_18_30,4881.098577377656
1004_20_00,4881.098577377656
1004_20_30,4881.098577377656
1004_20_40,4881.098577377656
1004_20_50,4881.098577377656
1004_21_00,4881.098577377656
1004_21_10,4881.098577377656
1004_21_20,4881.098577377656
1004_21_30,4881.098577377656
1004_21_40,4881.098577377656
1004_21_50,4881.098577377656
1006_07_20,16503.070731316122
1006_07_30,16503.070731316122
1006_07_40,16503.070731316122
1006_08_00,16503.070731316122
1006_08_20,16503.070731316122
1006_08_50,16503.070731316122
1006_09_00,16503.070731316122
1006_09_10,16503.070731316122
1006_09_20,16503.070731316122
1006_09_30,16503.070731316122
1006_09_40,16503.070731316122
1006_09_50,16503.070731316122
1006_10_00,16503.070731316122
1006_10_10,16503.070731316122
1006_10_20,16503.070731316122
1006_10_30,16503.070731316122
1006_10_40,16503.070731316122
1006_10_50,16503.070731316122
1006_11_00,16503.070731316122
1006_11_10,16503.070731316122
1006_11_20,16503.070731316122
1006_11_30,16503.070731316122
1006_11_40,16503.070731316122
1006_11_50,16503.070731316122
1006_12_00,16503.070731316122
1006_12_10,16503.070731316122
1006_12_30,16503.070731316122
1006_12_40,16503.070731316122
1006_13_00,16503.070731316122
1006_13_10,16503.070731316122
1006_13_30,16503.070731316122
1006_13_40,16503.070731316122
1006_13_50,16503.070731316122
1006_14_00,16503.070731316122
1006_14_10,16503.070731316122
1006_14_20,16503.070731316122
1006_14_30,16503.070731316122
1006_14_40,16503.070731316122
1006_14_50,16503.070731316122
1006_15_00,16503.070731316122
1006_15_10,16503.070731316122
1006_15_30,16503.070731316122
1006_15_40,16503.070731316122
1006_15_50,16503.070731316122
1006_16_00,16503.070731316122
1006_16_10,16503.070731316122
1006_16_20,16503.070731316122
1006_16_30,16503.070731316122
1006_16_40,16503.070731316122
1006_16_50,16503.070731316122
1006_17_00,16503.070731316122
1006_17_10,16503.070731316122
1006_17_20,16503.070731316122
1006_17_30,16503.070731316122
1006_17_40,16503.070731316122
1006_17_50,16503.070731316122
1006_18_00,16503.070731316122
1006_18_10,16503.070731316122
1006_18_20,16503.070731316122
1006_18_30,16503.070731316122
1006_18_40,16503.070731316122
1006_18_50,16503.070731316122
1006_19_00,16503.070731316122
1006_19_10,16503.070731316122
1006_19_20,16503.070731316122
1006_19_30,16503.070731316122
1006_19_40,16503.070731316122
1006_19_50,16503.070731316122
1006_20_10,16503.070731316122
1006_20_20,16503.070731316122
1006_20_30,16503.070731316122
1006_20_40,16503.070731316122
1006_20_50,16503.070731316122
1006_21_00,16503.070731316122
1006_21_10,16503.070731316122
1006_21_20,16503.070731316122
1006_21_30,16503.070731316122
1006_21_40,16503.070731316122
1006_21_50,16503.070731316122
1007_06_00,30888.782762787883
1007_06_10,30888.782762787883
1007_06_20,30888.782762787883
1007_06_30,30888.782762787883
1007_06_40,30888.782762787883
1007_07_00,30888.782762787883
1007_07_10,30888.782762787883
1007_07_20,30888.782762787883
1007_07_30,30888.782762787883
1007_07_40,30888.782762787883
1007_07_50,30888.782762787883
1007_08_00,30888.782762787883
1007_08_10,30888.782762787883
1007_08_20,30888.782762787883
1007_08_30,30888.782762787883
1007_09_00,30888.782762787883
1007_09_20,30888.782762787883
1007_09_30,30888.782762787883
1007_10_10,30888.782762787883
1007_10_20,30888.782762787883
1007_10_30,30888.782762787883
1007_10_40,30888.782762787883
1007_10_50,30888.782762787883
1007_11_00,30888.782762787883
1007_11_10,30888.782762787883
1007_11_20,30888.782762787883
1007_11_30,30888.782762787883
1007_11_40,30888.782762787883
1007_11_50,30888.782762787883
1007_12_10,30888.782762787883
1007_12_20,30888.782762787883
1007_12_40,30888.782762787883
1007_13_20,30888.782762787883
1007_13_30,30888.782762787883
1007_13_40,30888.782762787883
1007_13_50,30888.782762787883
1007_14_00,30888.782762787883
1007_14_10,30888.782762787883
1007_14_20,30888.782762787883
1007_14_30,30888.782762787883
1007_14_40,30888.782762787883
1007_14_50,30888.782762787883
1007_15_00,30888.782762787883
1007_15_10,30888.782762787883
1007_15_30,30888.782762787883
1007_15_40,30888.782762787883
1007_15_50,30888.782762787883
1007_16_00,30888.782762787883
1007_16_10,30888.782762787883
1007_16_20,30888.782762787883
1007_16_30,30888.782762787883
1007_17_00,30888.782762787883
1007_17_20,30888.782762787883
1007_17_30,30888.782762787883
