,closeness_global,geometry
115,7.48987029745356e-07,"LINESTRING (8597749.160608055 3326183.628903312, 8597724.937486855 3326193.189844659, 8597710.677460086 3326197.234860371, 8597697.68647551 3326198.198563358, 8597655.629971888 3326189.626681367)"
116,8.71529000337136e-07,"LINESTRING (8598323.736159783 3326011.774054956, 8598311.168189272 3326008.287020924, 8598291.642750587 3326008.312381168, 8598255.753346754 3326010.176359249, 8598244.187251661 3326010.772325085, 8598178.876106413 3326011.774054956, 8598111.227251858 3326018.760805892, 8598088.696186921 3326023.503176127, 8598044.290842043 3326032.86112021, 8598002.445845455 3326044.653660731, 8597994.27499483 3326046.948769293, 8597976.764438929 3326056.496932366, 8597967.80321992 3326061.378797934, 8597841.333146431 3326130.359115683, 8597792.564077511 3326157.989383601, 8597761.127453314 3326175.83052785, 8597749.160608055 3326183.628903312)"
117,2.0952952174686456e-07,"LINESTRING (8596594.655037088 3326123.676631771, 8596601.534581618 3326131.944145564, 8596605.041145576 3326141.492369565, 8596605.553215235 3326149.252684153, 8596606.5884865 3326198.287325476, 8596607.367722936 3326234.984172825, 8596608.469785895 3326261.486105412, 8596609.638640549 3326289.484376647, 8596610.818627149 3326317.495387149, 8596621.471902419 3326486.348883054, 8596621.449638521 3326499.004105132, 8596621.360582929 3326512.521620153, 8596629.820864227 3326645.02189101, 8596634.563074535 3326765.514716359, 8596636.110415459 3326795.517624754, 8596637.4128535 3326845.772013704, 8596637.613228584 3326857.56527401, 8596636.021359866 3326868.242621923, 8596630.344065836 3326877.880140451)"
118,0.0,"LINESTRING (8596684.823824629 3326911.535424333, 8596682.975921081 3326897.713161051, 8596677.844092557 3326888.278523527, 8596673.090750299 3326882.128259385, 8596669.984936507 3326879.921773558, 8596665.565552723 3326876.789578791, 8596656.938292185 3326873.505213413, 8596647.765566144 3326872.490737783, 8596635.275519276 3326874.912798476, 8596630.344065836 3326877.880140451, 8596624.377341129 3326881.456168838, 8596616.37346974 3326891.34731618, 8596612.243516631 3326903.38155536, 8596612.488419512 3326916.100578658, 8596613.768593656 3326920.107770969, 8596614.102552127 3326921.147612209, 8596615.037635852 3326924.064240508, 8596619.323436245 3326931.254366047, 8596626.236376626 3326938.140151286, 8596634.718921823 3326942.958934972, 8596638.526048409 3326943.922691919, 8596644.18107854 3326945.355646453, 8596652.5189084 3326945.368327467, 8596660.645231228 3326943.466175459, 8596669.984936507 3326938.520581516, 8596674.927521897 3326933.651075423, 8596677.499002136 3326931.102194038, 8596682.597434813 3326921.857747737, 8596684.823824629 3326911.535424333)"
119,2.10646816869587e-07,"LINESTRING (8585519.990967723 3309639.522570604, 8585529.286145203 3309636.381754743, 8585575.773164557 3309620.639692804, 8585684.343063928 3309583.88717945, 8585721.434718262 3309564.320496615, 8585809.210136753 3309492.196304497, 8585830.026881529 3309473.414950075, 8585858.736178206 3309455.317499993, 8585880.220839929 3309433.205463356, 8585884.450980579 3309429.01355217, 8585928.778401813 3309392.856789679, 8585954.58225978 3309372.201253991, 8585962.296700489 3309366.033727446, 8585988.490176674 3309345.061625604, 8586002.683411751 3309333.701750838, 8586010.620491443 3309327.34427775, 8586022.598468652 3309314.907954675, 8586069.018696314 3309276.775879319, 8586141.621268209 3309225.954388248)"
120,3.328912024860568e-05,"LINESTRING (8593703.776916778 3325397.245952032, 8593690.874987794 3325397.093797543, 8593679.230969058 3325393.213858772, 8593480.581337737 3325291.600439716)"
121,3.3557218654472353e-05,"LINESTRING (8593757.499703035 3325478.05290852, 8593770.713326592 3325471.649703281, 8593781.522449149 3325461.721571344, 8593789.025382826 3325449.092693902, 8593792.698926024 3325433.357332231, 8593791.207244847 3325417.266961477, 8593784.494679552 3325402.127576005, 8593773.240279034 3325389.967897788, 8593758.312335318 3325381.992473577, 8593741.569883902 3325379.393171011, 8593727.432308571 3325381.637446856, 8593714.485851793 3325387.748979602, 8593703.776916778 3325397.245952032)"
122,3.3494498192277296e-05,"LINESTRING (8593703.776916778 3325397.245952032, 8593696.37417064 3325408.911134369, 8593692.411196768 3325422.135913223)"
123,3.290444913866344e-05,"LINESTRING (8593480.581337737 3325291.600439716, 8593445.649281526 3325274.077465265, 8593342.567433052 3325222.370877609, 8593323.286897246 3325212.95010603, 8593210.664968411 3325157.934454583, 8593156.563695885 3325133.577517126)"
124,1.6339926720730116e-07,"LINESTRING (8593663.123038741 3324358.832055197, 8593664.258497545 3324372.778470043, 8593665.438484149 3324380.842040197, 8593666.050741348 3324385.013291453, 8593664.136046106 3324395.714014927, 8593658.737050803 3324414.719231007, 8593649.564324761 3324444.488629951, 8593647.504914181 3324463.443200985, 8593643.753447343 3324493.238066144, 8593641.014987869 3324527.077506561, 8593640.191223636 3324535.787784825, 8593635.92768714 3324581.317148583, 8593632.499046823 3324631.411039332, 8593623.381980527 3324713.671423368, 8593616.346588708 3324750.186676441, 8593608.042154696 3324765.388715818, 8593594.127218347 3324788.223504805, 8593575.447807793 3324808.281636021, 8593556.49009851 3324825.702565889, 8593538.634452185 3324840.435568028, 8593506.752550023 3324863.473350146, 8593485.98033304 3324878.485333073, 8593456.302556796 3324899.088800014, 8593438.057292255 3324909.358847743, 8593409.548370663 3324929.150900324, 8593361.881364705 3324963.01680608, 8593227.507607367 3325048.132058964, 8593202.126763469 3325060.266066753, 8593179.528906837 3325071.081445601, 8593168.608464789 3325072.65367022, 8593156.663883427 3325071.75344481, 8593149.483776271 3325068.951335123)"
125,2.580051821831416e-07,"LINESTRING (8593456.302556796 3324899.088800014, 8593452.261659279 3324898.277339791, 8593438.825396743 3324891.113669646, 8593429.096073246 3324880.995784572, 8593375.540266225 3324763.334727833, 8593323.030862417 3324649.89675957, 8593282.644151157 3324559.852018414, 8593242.257439898 3324470.999679632, 8593201.403186778 3324384.569541257, 8593197.918886716 3324368.974900912, 8593197.573796295 3324358.920805064, 8593197.952282563 3324347.434041537)"
126,4.7368718537850134e-07,"LINESTRING (8593141.680279966 3324323.813939708, 8593137.605986603 3324334.40050728, 8593131.216247832 3324341.665306417, 8593113.594372438 3324352.720994383, 8593095.605142727 3324360.239374579, 8593050.810179632 3324380.842040197, 8592966.519061204 3324418.789063991, 8592928.035913236 3324436.627879305, 8592899.371144358 3324448.507757477, 8592883.686228104 3324451.842239594, 8592858.605946828 3324454.83439916, 8592840.683508812 3324451.106878446)"
127,2.2853007190796976e-07,"LINESTRING (8592472.238258183 3324676.129283132, 8592481.500039818 3324685.042520629, 8592492.24237068 3324698.177828865, 8592503.797333822 3324718.172430058, 8592542.592176363 3324802.816996774, 8592577.802531302 3324889.845763828, 8592612.333837347 3324957.615498981, 8592634.29717288 3324994.663945201, 8592648.757574735 3325013.657336424, 8592666.769068344 3325024.345885584, 8592689.834466837 3325036.949002012, 8592738.213917535 3325066.808545756, 8592764.607768802 3325084.724304128, 8592787.205625433 3325114.203576807, 8592862.301753923 3325218.820653351, 8592869.192430401 3325228.469657914)"
128,5.968250028385491e-07,"LINESTRING (8590546.845213475 3323378.663864374, 8590606.935474603 3323424.366762466, 8590741.765641851 3323539.024043129, 8590813.577845363 3323577.716660739)"
129,6.783196019454809e-07,"LINESTRING (8590813.577845363 3323577.716660739, 8590849.801207667 3323600.270502442)"
130,3.0936079008363386e-05,"LINESTRING (8592164.751560716 3322967.83924497, 8592141.574842732 3322948.417744017, 8592123.819383947 3322927.563748715, 8592113.533462999 3322907.559156525, 8592070.95375777 3322822.749146623)"
131,3.095596996153404e-05,"LINESTRING (8592164.751560716 3322967.83924497, 8592158.951815244 3322964.606551921, 8592152.640000114 3322962.527487002, 8592146.061018208 3322961.678113012, 8592139.426376559 3322962.071106941, 8592132.992109992 3322963.706468898, 8592126.980857488 3322966.533490429, 8592121.615258032 3322970.425399973, 8592117.073422806 3322975.268103337, 8592113.522331052 3322980.884120173)"
132,3.0996239629242955e-05,"LINESTRING (8592170.395458896 3323020.880877373, 8592175.538419371 3323013.844989041, 8592178.800080452 3323005.76956863, 8592180.069122646 3322997.149031049, 8592179.256490365 3322989.732837737, 8592177.007836649 3322982.658934114, 8592173.312029555 3322976.218896088, 8592168.391708063 3322970.615558448, 8592164.751560716 3322967.83924497)"
133,3.0853327385912235e-05,"LINESTRING (8592070.95375777 3322822.749146623, 8592004.21772304 3322681.615837382)"
134,3.0339716288684984e-05,"LINESTRING (8593073.218793128 3322981.036247076, 8593082.079824597 3322985.942340526, 8593092.388009442 3322994.664288897, 8593109.163856706 3323024.44319342, 8593152.166576 3323117.355324394, 8593177.525156001 3323176.229167054, 8593220.316368261 3323274.264073363, 8593258.543481402 3323355.184933002, 8593300.121311212 3323444.815849165, 8593345.47287176 3323544.475486387, 8593383.443950072 3323631.990472556, 8593390.857828159 3323660.363555352, 8593395.032309063 3323686.454674076, 8593406.609536106 3323867.382393756, 8593416.272067906 3324010.455348379, 8593422.038417529 3324099.342651383, 8593423.107084641 3324114.100207085, 8593426.424405467 3324160.1099079, 8593425.945731655 3324220.699943622)"
135,3.1488974862330774e-05,"LINESTRING (8593046.257212458 3322933.915022856, 8593044.220065778 3322940.633938916, 8593043.596676629 3322947.644434187, 8593045.567031616 3322958.597548103, 8593050.954894969 3322968.346334146, 8593059.192537289 3322975.851256217, 8593069.400534594 3322980.300967073, 8593073.218793128 3322981.036247076)"
136,3.153644432183969e-05,"LINESTRING (8593073.218793128 3322981.036247076, 8593083.616033569 3322980.84608845, 8593093.467808504 3322977.537328817, 8593101.872430058 3322971.426901308, 8593108.050661799 3322963.072607651)"
137,2.912884427352716e-05,"LINESTRING (8593425.945731655 3324220.699943622, 8593416.427915193 3324235.292814063, 8593402.101096729 3324249.023566006, 8593395.021177115 3324256.09814178)"
138,3.1376213239109996e-05,"LINESTRING (8593079.163253937 3322912.972310004, 8593070.135243233 3322909.232543314, 8593064.624928441 3322906.278762227, 8593059.103481695 3322900.890965797, 8593055.084848078 3322894.8819907, 8593001.773943938 3322783.741794072, 8592865.752658136 3322527.604376507)"
139,3.148856804082192e-05,"LINESTRING (8593079.163253937 3322912.972310004, 8593068.888464937 3322914.125933162, 8593059.43744017 3322918.296725409, 8593051.656207761 3322925.091696725, 8593046.257212458 3322933.915022856)"
140,3.1536037500330834e-05,"LINESTRING (8593108.050661799 3322963.072607651, 8593111.635149403 3322953.070281159, 8593111.857788384 3322942.560873957, 8593108.87442603 3322932.482499683, 8593102.974493017 3322923.78594637, 8593096.083816538 3322918.093890496, 8593087.968625659 3322914.392153902, 8593079.163253937 3322912.972310004)"
141,3.122841610337391e-05,"LINESTRING (8592865.752658136 3322527.604376507, 8592843.177065404 3322487.203442524)"
142,3.0991643509282165e-05,"LINESTRING (8592764.006643552 3322233.581674934, 8592782.41888733 3322232.250639251, 8592848.409081472 3322229.791392711)"
143,3.1054117242222296e-05,"LINESTRING (8592764.006643552 3322233.581674934, 8592766.93434616 3322228.561769612, 8592768.537346827 3322222.984099249, 8592768.626402419 3322216.354280465, 8592766.845290566 3322209.965318636)"
144,3.106337377484733e-05,"LINESTRING (8592757.839543762 3322239.172026271, 8592761.167996537 3322236.649395786, 8592764.006643552 3322233.581674934)"
145,3.098468493377762e-05,"LINESTRING (8592848.409081472 3322229.791392711, 8592794.207621405 3322219.345938247, 8592778.010635493 3322213.895036857, 8592766.845290566 3322209.965318636)"
146,3.015191700567858e-05,"LINESTRING (8592848.409081472 3322229.791392711, 8592863.025330612 3322228.523740035, 8592883.029443108 3322229.39842037, 8592930.618525421 3322231.452017901, 8592947.772858953 3322232.199933129, 8592979.743816709 3322233.607027999, 8593016.02283876 3322235.191594467, 8593043.051211124 3322236.383188576, 8593069.767888915 3322237.549429724, 8593106.258417996 3322239.146673196, 8593140.088411249 3322240.655181101, 8593175.59932881 3322242.163689173, 8593209.852336129 3322243.659520875, 8593238.650688395 3322244.876468824, 8593263.697573824 3322245.966651455, 8593321.873139715 3322248.539989883, 8593412.899087336 3322252.038716816, 8593428.572871638 3322252.152805754, 8593455.612375952 3322252.723250455, 8593733.944498783 3322260.34185869)"
147,1.653620683962907e-05,"LINESTRING (8578890.21397819 3323084.609714361, 8578864.220877089 3323050.228811999, 8578745.264869228 3322891.307032119, 8578699.980100375 3322830.824456163, 8578484.343114758 3322542.765850541, 8578471.073831456 3322525.030984216, 8578463.626557522 3322514.978279186, 8578446.861842208 3322492.553041436, 8578272.357408442 3322260.684125717, 8578210.81999393 3322177.183907887, 8578186.084803076 3322143.60396165, 8578180.986370396 3322135.427656854, 8578058.71304171 3321972.726572184, 8578032.174475105 3321937.423170833)"
148,1.6461750241060537e-05,"LINESTRING (8580198.11780747 3322136.378389711, 8580180.607251568 3322138.406620034, 8580087.733400399 3322143.350432742, 8579969.178142704 3322150.766155244, 8579937.563407319 3322152.743681939, 8579915.822710767 3322158.169205407, 8579877.784840763 3322172.493612087, 8579848.641398072 3322184.853178895, 8579823.449797308 3322199.671997687, 8579768.613816142 3322239.679087731, 8579724.765068719 3322273.538160457, 8579674.526582524 3322312.353871143, 8579662.7044526 3322319.047120727, 8579602.847962402 3322364.036493472, 8579393.389208524 3322520.074353172, 8579380.49841149 3322529.25236198, 8579191.65602731 3322676.621117261, 8579016.750843376 3322806.01539674, 8579004.728338368 3322820.289791155, 8579000.075183654 3322835.248764404, 8578993.318090562 3322979.730491242, 8578991.203020239 3322995.855950892, 8578981.674071826 3323014.770429996, 8578922.897380687 3323059.964987739, 8578890.21397819 3323084.609714361)"
149,1.6686757504870187e-05,"LINESTRING (8578890.21397819 3323084.609714361, 8578878.636751147 3323093.990949432, 8578817.889705023 3323140.504224617, 8578453.863838179 3323413.070969191, 8578441.908124868 3323422.22423753, 8578159.791139349 3323637.353208778, 8578081.466745628 3323697.078769122, 8578023.068540758 3323740.044318641, 8578012.203758456 3323749.387981118, 8577988.080824802 3323767.682308031, 8577765.119016692 3323936.833123096, 8577660.712466277 3324016.046444958)"
150,1.5890441240812692e-05,"LINESTRING (8578032.174475105 3321937.423170833, 8578024.148339819 3321926.711744382, 8578010.812264822 3321908.914316378, 8577608.882111363 3321372.404000358, 8577602.536900388 3321363.936627221, 8577448.993926737 3321159.783297027, 8577428.978682293 3321133.177427616, 8577426.807952221 3321130.287417362, 8577384.562205466 3321074.008395203, 8577376.714181364 3321063.538495209)"
151,1.1111697100193725e-07,"LINESTRING (8574776.82520999 3323027.840705701, 8574786.643589078 3323040.226420112, 8574798.053836884 3323055.41383179, 8575015.38287876 3323344.662531175, 8575023.019395826 3323354.19608043, 8575391.587097894 3323853.753459597, 8575427.55442537 3323902.500734842, 8575433.665865416 3323911.083823617, 8575465.625691222 3323953.530258211, 8575633.428691644 3324176.363579504)"
152,1.757193598744399e-05,"LINESTRING (8575558.555202136 3325615.944461173, 8575553.389977762 3325627.825390936, 8575499.656059558 3325812.46933477, 8575443.62895984 3326005.63687567, 8575413.127419366 3326112.492671897, 8575394.459140757 3326179.482449448, 8575374.165597586 3326248.247812877, 8575367.95397 3326270.121435509, 8575324.628424183 3326422.578412883, 8575292.423695497 3326533.774326297, 8575281.169294978 3326572.779977838, 8575263.469495941 3326634.11646914, 8575247.99608672 3326686.919083205, 8575229.082905237 3326750.614734139, 8575203.14546388 3326840.116324831, 8575196.210259605 3326864.945577712, 8575172.721847048 3326948.969736011, 8575138.713742608 3327078.545005414, 8575117.90812978 3327165.106755936)"
153,1.7042590567663888e-05,"LINESTRING (8575558.555202136 3325615.944461173, 8575546.243266454 3325599.765111753, 8575436.482248534 3325454.177210388, 8575333.556247344 3325318.556956265, 8575325.262945281 3325308.071042357, 8575139.426187349 3325059.873010945, 8575069.42849154 3324966.807865657, 8574961.838203687 3324821.049374972, 8574956.305624997 3324775.202218338, 8574965.300239852 3324755.765404472, 8574978.179904938 3324740.905706802, 8575071.621485507 3324670.563267292, 8575082.853622129 3324664.959217246, 8575119.177171975 3324653.066467262, 8575128.082731239 3324648.781022643, 8575136.554144487 3324642.251427719)"
154,1.7323328511472477e-05,"LINESTRING (8576305.675964596 3325046.204819454, 8576293.787042979 3325055.562077052, 8576241.077264087 3325095.336834777, 8575994.04818207 3325280.924355579, 8575809.157639811 3325421.463896341, 8575558.555202136 3325615.944461173)"
155,1.7400056207565572e-05,"LINESTRING (8575570.444123752 3325622.436494054, 8575558.555202136 3325615.944461173)"
156,1.7754589543683545e-05,"LINESTRING (8575117.90812978 3327165.106755936, 8575099.77418473 3327186.576084692, 8575072.33393025 3327232.545673477)"
157,1.771522440776108e-05,"LINESTRING (8575117.90812978 3327165.106755936, 8575102.969054116 3327233.826483599, 8575098.171184063 3327258.390163012)"
158,2.2151435839903652e-07,"LINESTRING (8596614.102552127 3326921.147612209, 8596610.662779862 3326929.466345048, 8596604.796242697 3326934.399254628, 8596596.525204532 3326939.027821834, 8596530.991420303 3326978.389729607, 8596441.123195386 3327033.552392785, 8596393.723356204 3327065.064959242, 8596339.666611476 3327103.235210035, 8596278.029009422 3327141.32948303, 8596195.374287508 3327196.289921123, 8596112.519190513 3327252.03682703, 8596061.590523474 3327286.770970348, 8596048.499351356 3327294.798260608, 8596038.380409643 3327300.16247149, 8596022.851340679 3327303.14258958, 8596011.274113636 3327305.171606536)"
159,3.783061194639912e-05,"LINESTRING (8595964.486531654 3327422.753667093, 8595968.583088916 3327460.379638502, 8595971.187965002 3327529.773013279, 8595985.7040266 3327766.070819404, 8595984.568567796 3327812.308727537, 8595991.058494106 3327930.947868766, 8595993.552050702 3327938.049764314, 8595994.42034273 3327958.632600838, 8595996.913899323 3327990.743411198, 8595997.169934152 3327999.126222386, 8595998.383316601 3328024.008364739, 8595999.574435152 3328048.687640557, 8596003.704388263 3328133.594337172, 8596004.439096902 3328141.368494931, 8596005.340784775 3328157.639707674, 8596007.088500781 3328169.586316131)"
160,3.795063644853682e-05,"LINESTRING (8595895.813537786 3327337.027213236, 8595893.709599409 3327353.918831784, 8595895.824669732 3327370.823153181, 8595902.014033422 3327386.687618365, 8595911.910336154 3327400.548433551, 8595924.912452677 3327411.555934755, 8595932.159351528 3327415.690090785, 8595939.862660291 3327418.923864032, 8595947.888795577 3327421.193846508, 8595956.148701794 3327422.47467478, 8595964.486531654 3327422.753667093)"
161,3.792735666479807e-05,"LINESTRING (8595964.486531654 3327422.753667093, 8595978.045245633 3327421.028987432)"
162,3.753954571318462e-05,"LINESTRING (8596007.088500781 3328169.586316131, 8595970.854006529 3328171.082813487, 8595897.672573281 3328174.101173074, 8595890.870952394 3328173.073916162, 8595881.620302709 3328170.23310734, 8595865.812935015 3328164.868545904, 8595820.873256583 3328143.854197226, 8595789.536819924 3328127.988829827, 8595763.554850774 3328117.931896094, 8595738.741736274 3328112.909773138, 8595724.971515266 3328111.806428199, 8595712.425808651 3328112.060070707, 8595701.683477791 3328113.30291906, 8595691.865098702 3328115.446198636, 8595679.285996243 3328118.667459716, 8595668.833096059 3328122.129682136, 8595656.888514696 3328127.329358528, 8595648.71766407 3328131.717379697, 8595639.878896503 3328137.335570763, 8595635.348193226 3328141.419223544, 8595632.843504684 3328146.352582146, 8595630.238628598 3328154.164793851, 8595624.193980249 3328186.339486809, 8595621.789479246 3328200.568918587, 8595618.97309613 3328209.142095163, 8595614.64276794 3328216.75142811, 8595609.210376788 3328221.393123344, 8595576.326599207 3328246.098129574)"
163,3.770488672351486e-05,"LINESTRING (8596057.160007741 3328166.796236762, 8596017.563664865 3328168.660517001, 8596007.088500781 3328169.586316131)"
164,3.773940332901872e-05,"LINESTRING (8596007.088500781 3328169.586316131, 8596008.157167893 3328186.035114104)"
165,3.7948120507165156e-05,"LINESTRING (8595936.600999212 3326962.703285279, 8595939.383986481 3326969.348147072, 8595942.100182056 3326996.21929184, 8595949.502928194 3327118.110224439, 8595950.593859205 3327153.642934791, 8595954.044763418 3327201.755542391, 8595957.239632804 3327246.406328211, 8595958.308299916 3327268.522535455, 8595956.972466026 3327278.528102288, 8595951.284040049 3327285.959364652)"
166,3.790641284639047e-05,"LINESTRING (8595936.600999212 3326962.703285279, 8595941.309813671 3326964.225009061, 8595946.252399063 3326964.32645732, 8595951.01687327 3326962.982267958, 8595955.180222224 3326960.306570675)"
167,3.790307769901659e-05,"LINESTRING (8595932.482178051 3326959.81201057, 8595934.430269141 3326961.4098202, 8595936.600999212 3326962.703285279)"
168,3.7987513910437155e-05,"LINESTRING (8595951.284040049 3327285.959364652, 8595937.024013277 3327289.941305576, 8595923.943973109 3327296.890683035, 8595912.645044792 3327306.465105002)"
169,3.7899850749332063e-05,"LINESTRING (8595192.552654698 3326995.344298541, 8595194.511877736 3327003.30800778, 8595197.973913899 3327010.751797634, 8595202.704992259 3327017.460088814, 8595208.560397474 3327023.217301714, 8595215.339754464 3327027.833218695)"
170,3.769573786643775e-05,"LINESTRING (8595192.552654698 3326995.344298541, 8595175.019834898 3327024.954610939, 8595158.0992723 3327037.44549052, 8595078.65055172 3327088.905501727, 8595062.865447925 3327097.186295884, 8595006.047979822 3327134.646491838, 8594988.548555871 3327144.677320489, 8594952.826131275 3327167.63031966, 8594934.157852668 3327173.362235018, 8594920.053673185 3327175.188332465)"
171,3.7887194516978925e-05,"LINESTRING (8595213.669962101 3326949.185313316, 8595207.436070617 3326953.64903237, 8595202.070471162 3326959.114554049, 8595197.706747122 3326965.417026145, 8595194.478481889 3326972.44232049, 8595192.508126901 3326979.924136231, 8595191.851341905 3326987.634215154, 8595192.552654698 3326995.344298541)"
172,3.710334508869461e-05,"LINESTRING (8595215.339754464 3327027.833218695, 8595222.954007635 3327039.664683546, 8595228.33073904 3327049.517905063, 8595233.75199824 3327061.362070305, 8595235.755749075 3327068.387415265, 8595238.572132193 3327078.253339171, 8595241.177008275 3327099.075788689, 8595242.46831437 3327118.30044212, 8595245.652051805 3327187.755440435, 8595248.635414159 3327227.764828848, 8595251.908207189 3327278.008167706, 8595254.012145566 3327314.948936315, 8595256.082688093 3327340.654090487, 8595257.618897066 3327382.528108479, 8595259.088314345 3327419.152130411, 8595259.522460358 3327458.629590964, 8595263.38524669 3327499.882584372, 8595266.03465057 3327513.274299847, 8595265.645032354 3327523.064463998, 8595264.876927868 3327534.820279426, 8595246.364496546 3327550.646895231, 8595191.784550212 3327587.550375352)"
173,3.771208424464508e-05,"LINESTRING (8594937.107819175 3327199.789947478, 8594946.703559281 3327186.804347084, 8594957.746452767 3327178.44740978, 8594992.979071604 3327153.363948118, 8595077.77112774 3327098.124701676, 8595150.930297092 3327050.646524207, 8595181.977303073 3327031.536098312, 8595193.331891134 3327027.655683398, 8595203.773659371 3327027.059672056, 8595215.339754464 3327027.833218695)"
174,3.792294514010973e-05,"LINESTRING (8595215.339754464 3327027.833218695, 8595221.963264165 3327030.851319129, 8595228.976392087 3327032.778845814, 8595236.212158987 3327033.565073882, 8595243.481321737 3327033.210003134, 8595250.594637198 3327031.688271469, 8595257.385126136 3327029.075965852)"
175,3.7507971361750765e-05,"LINESTRING (8594937.107819175 3327199.789947478, 8594934.647658428 3327192.548951948, 8594930.89619159 3327185.87861629, 8594925.975870093 3327180.032564403, 8594920.053673185 3327175.188332465)"
176,1.677059182095649e-06,"LINESTRING (8595394.252440067 3327065.901913735, 8595401.822165439 3327050.15196075, 8595417.028407883 3327019.48906224, 8595419.833659051 3326997.741019452, 8595419.722339559 3326984.578081361, 8595420.512707945 3326976.474891839)"
177,3.792603253058008e-05,"LINESTRING (8595338.414583486 3327038.992585049, 8595394.252440067 3327065.901913735, 8595429.240156021 3327082.780507215, 8595600.594248202 3327169.114023175, 8595725.817543395 3327232.723211505, 8595739.89945898 3327239.862778525, 8595868.440074999 3327304.879935329)"
178,3.792670102488272e-05,"LINESTRING (8595269.274047753 3327020.807895132, 8595278.736204471 3327018.246315982, 8595285.526693409 3327018.778921505, 8595328.006211095 3327037.204549583, 8595338.414583486 3327038.992585049)"
179,3.779946371137912e-05,"LINESTRING (8595338.414583486 3327038.992585049, 8595332.035976661 3327030.940086797, 8595300.833123393 3327018.246315982, 8595292.139071161 3327014.987277873, 8595276.788113382 3327011.347808245)"
180,3.7968827668961416e-05,"LINESTRING (8595912.645044792 3327306.465105002, 8595902.960249094 3327308.86188191, 8595897.360878706 3327309.24232273, 8595892.507348908 3327309.394499061, 8595886.095346238 3327309.026739597, 8595879.828058906 3327307.898098553, 8595868.440074999 3327304.879935329)"
181,3.796527980317841e-05,"LINESTRING (8595868.440074999 3327304.879935329, 8595880.585031444 3327314.467044407, 8595883.969143964 3327317.510572541, 8595886.629679793 3327320.757003319, 8595889.000784948 3327324.320469259, 8595895.813537786 3327337.027213236)"
182,5.887306412576385e-07,"LINESTRING (8596664.597073151 3327212.610704037, 8596663.77330892 3327209.338937095, 8596662.537662571 3327190.545314649, 8596661.82521783 3327174.161152619, 8596659.877126742 3327146.237108681, 8596657.940167604 3327108.168183986, 8596657.149799218 3327078.912758512, 8596656.147923801 3327048.452691575, 8596655.92528482 3327019.463700071, 8596655.034728894 3326967.065560587, 8596655.235103976 3326962.627199094, 8596655.480006857 3326957.060227771, 8596657.238854809 3326951.480577756, 8596660.645231228 3326943.466175459)"
183,5.831193404348875e-07,"LINESTRING (8596638.526048409 3326943.922691919, 8596641.76544559 3326947.841125484, 8596646.095773783 3326953.217877626, 8596647.743302247 3326958.886295556, 8596648.53367063 3326963.641681591, 8596649.034608338 3326966.558319197, 8596649.535546048 3326993.505544697, 8596650.036483757 3327020.440143638, 8596651.038359175 3327074.322186097, 8596655.80283338 3327171.802443645, 8596657.929035652 3327190.735533368, 8596659.387320984 3327209.833506467, 8596659.665619709 3327213.59984304)"
184,7.614555491566513e-07,"LINESTRING (8596856.656590618 3327313.09745697, 8596846.148030687 3327309.305729533, 8596834.548539747 3327304.131735309, 8596804.859631551 3327285.426748439, 8596764.561975883 3327263.703633959, 8596680.204065761 3327221.221288319, 8596673.869986735 3327218.355320031, 8596671.176055057 3327217.175961582)"
185,0.0,"LINESTRING (8596870.360019933 3327370.721701825, 8596881.135746645 3327374.538809599, 8596894.560877234 3327374.868526601, 8596907.318090877 3327370.645613311, 8596911.114085514 3327367.703524361, 8596917.926838351 3327362.40269333, 8596924.416764664 3327352.676054314, 8596927.767481336 3327341.478380911, 8596927.867668878 3327331.041599793, 8596925.207133047 3327320.934542524, 8596919.997380879 3327311.880046037, 8596913.095572449 3327304.917979398, 8596904.690950895 3327299.870800394, 8596895.295585873 3327297.055540577, 8596884.308352131 3327296.763869548, 8596873.666208809 3327299.528403898, 8596864.204052093 3327305.108199749, 8596856.656590618 3327313.09745697, 8596851.580421837 3327322.950880813, 8596849.443087613 3327333.818822643, 8596850.411567183 3327344.851631477, 8596854.419068852 3327355.174290777, 8596861.142766096 3327363.975188438, 8596870.360019933 3327370.721701825)"
186,3.7911498149173655e-05,"LINESTRING (8595256.639285548 3326946.30672256, 8595247.989761112 3326934.564107678, 8595243.804148261 3326926.727249515, 8595240.141737014 3326918.078812688, 8595234.152748408 3326898.347209511)"
187,3.792229265476515e-05,"LINESTRING (8595278.324322354 3326967.154327829, 8595272.724951966 3326958.632675018, 8595265.377865577 3326951.569344896, 8595256.639285548 3326946.30672256)"
188,3.7895498732221254e-05,"LINESTRING (8595256.639285548 3326946.30672256, 8595246.954489848 3326943.111107116, 8595236.813284239 3326942.134669219, 8595226.705474474 3326943.440813435)"
189,3.787441458510318e-05,"LINESTRING (8595234.152748408 3326898.347209511, 8595231.314101392 3326850.083527015, 8595225.42530033 3326771.550799009)"
190,3.7895024542887514e-05,"LINESTRING (8595234.152748408 3326898.347209511, 8595230.033927249 3326919.980961067, 8595227.685085991 3326930.366696017, 8595221.250819426 3326940.58758594, 8595213.669962101 3326949.185313316)"
